,TVONWD2,PRKGPLC1,SIZRFRI1,INTERNET,TVTYPE2,WDPELLET,USENOTMOIST,USEEL,SIZEOFGARAGE,TOTSQFT_EN,TOTUCSQFT,OUTGRILLFUEL,OUTLET,WDOTHER,ELWATER,ATTICFIN,ELFOOD,ESCWASH,HDD30YR,CDD80,BEDROOMS,NCOMBATH,DNTHEAT,WASHLOAD,TEMPGONE,HIGHCEIL,FOPAY,TOTROOMS,PERIODEL,YEARMADERANGE,CELLAR,TVONWE2,EMPLOYHH,USECENAC,ROOFTYPE,TEMPNITE,NUMFRIG,WOODLOGS,SWIMPOOL,POOL,INWIRELESS,TYPEHUQ,WHEATAGE,LPWARM,NOTMOIST,ATTIC,BASECOOL,TEMPHOME,EQUIPAUX,COOLTYPE,CWASHER,AGEFRZR,ELCOOL,WASHTEMP,DRYRFUEL,STOVE,GARGHEAT,SDESCENT,WHEATSIZ,ATHOME,AGEDW,SOLWATER,STOVENFUEL,STOVEFUEL,AIRCOND,AGECWASH,AGERFRI2,AGECENAC,TEMPGONEAC,FUELH2O,DRAFTY,FOWATER,USENG,TVTYPE1,STORIES,AGECDRYER,SIZRFRI2,EDUCATION,TVONWD1,FUELPOOL,NHSLDMEM,RECBATH,BASEHEAT,UGWATER,EQUIPAGE,ATTCCOOL,OA_LAT,PERIODFO,WSF,OVENUSE,SOLOTHER,THERMAINAC,PERIODLP,ADQINSUL,DOOR1SUM,RNSETEMP,USEWOOD,HHAGE,MONEYPY,NUMBERAC,TOTCSQFT,EQUIPM,FUELTUB,NUMCFAN,PROTHERMAC,MICRO,STUDIO,WDWATER,ELOTHER,TYPERFR1,AGERFRI1,FUELHEAT,DRYRUSE,WDWARM,FOOTHER,LPGPAY,SIZFREEZ,BASEFIN,NUMFREEZ,ELWARM,UGWARM,FOWARM,NUMMEAL,OUTGRILL,UGOTH,TVSIZE1,ICE,HEATHOME,NHAFBATH,TEMPNITEAC,USEWWAC,STOVEN,AMTMICRO,LPWATER,USESOLAR,LPOTHER,OTHROOMS,PROTHERM,OVENFUEL,CDD30YR,TOPFRONT,LPCOOK,TEMPHOMEAC,WWACAGE,USEFO,FUEL_HEAT,KOWNRENT,USEMOISTURE,WINDOWS,HHSEX,CENACHP,MOISTURE,DISHWASH,WALLTYPE,FUELH2O2,TVSIZE2,THERMAIN,USELP,DRYER,HDD50,COFFEE,TVCOLOR,PERIODNG,TOTUSQFT,TYPEGLASS,ESDISHW,ESFRIG,AUDIT,TOTHSQFT,TVONWE1,GWT,ATTCHEAT,GARGCOOL,UGCOOK,NWEIGHT,OVEN,CDD65,DWASHUSE,HDD65,OCCUPYYRANGE,SWAMPCOL,TYPERFR2,UPRTFRZR,WOODAMT
5324,2,-2,3,1,5,-2,-2,1,-2,892,0,-2,0,-2,1,-2,0,1,517,446,1,1,-2,1,68,0,-2,4,1,8,-2,2,1,1,5,75,1,-2,-2,-2,1,4,2,0,0,-2,-2,72,0,1,1,-2,1,3,5,0,-2,0,3,1,3,0,5,-2,1,2,-2,2,78,5,4,0,0,3,-2,2,-2,2,3,-2,1,0,-2,0,2,-2,25.091,-2,0.37,0,0,1,-2,2,1,3,0,58,2,-2,892,3,-2,0,0,1,0,0,1,22,3,5,1,0,0,-2,-2,-2,0,1,0,0,4,0,0,2,0,1,0,75,-2,1,7,0,0,0,3,0,-2,3663,1,0,74,-2,0,5,2,-2,10,1,0,0,1,4,-2,1,1,0,1,23,1,2,-2,0,1,0,0,-9,892,4,75.98,-2,-2,0,9039.522992,0,4396,1,325,8,0,-2,-2,-2.0
5325,-2,0,3,1,-2,-2,-2,1,-2,986,0,2,0,-2,1,-2,1,-8,270,422,2,2,-2,15,75,0,-2,5,1,7,0,-2,2,1,1,75,1,-2,0,-2,1,3,3,0,0,0,-2,75,0,1,1,-2,1,1,5,0,-2,1,2,0,3,0,5,-2,1,3,-2,1,72,5,4,0,0,2,20,3,-2,3,3,-2,4,0,-2,0,1,-2,29.69,-2,0.41,0,0,1,-2,2,1,1,0,35,3,-2,986,3,-2,3,0,1,-2,0,1,21,3,5,15,0,0,-2,-2,-2,0,1,0,0,4,1,0,3,0,1,1,72,-2,1,30,0,0,0,3,0,-2,3850,1,0,72,-2,0,5,2,-2,20,1,1,0,1,7,-2,-2,1,0,1,12,1,1,-2,0,1,-8,-8,0,986,3,78.01,-2,-2,0,8231.816725,0,4551,1,121,8,0,-2,-2,-2.0
5328,-2,-2,3,1,-2,-2,-2,1,-2,941,706,2,-2,-2,1,-2,1,-2,8851,0,2,1,-2,-2,69,0,-2,4,1,4,-2,-2,2,-2,-2,69,1,-2,-2,-2,1,5,2,0,0,-2,-2,69,0,2,0,-2,1,-2,-2,0,-2,0,2,2,3,0,5,-2,1,-2,-2,-2,80,5,3,0,0,3,-2,-2,-2,3,5,-2,2,0,-2,0,41,-2,0.69,-2,0.69,2,0,-2,-2,1,1,-2,0,25,3,1,235,5,-2,1,-2,1,0,0,1,22,1,5,-2,0,0,-2,-2,-2,0,1,0,0,3,1,0,4,0,1,0,62,4,1,20,0,0,0,2,0,-2,535,-2,0,62,2,0,5,2,-2,20,1,-2,0,1,1,-2,-2,1,0,0,4351,1,1,-2,0,2,-9,-9,0,941,4,44.97,-2,-2,0,8873.812514,0,664,7,7713,8,-2,-2,-2,-2.0
5329,2,-2,3,1,3,-2,-2,1,-2,1236,927,23,-2,-2,1,-2,1,-2,6743,12,2,1,-2,-2,50,0,-2,4,1,4,-2,3,1,-2,-2,50,1,-2,-2,-2,0,5,1,0,0,-2,-2,50,0,2,0,-2,1,-2,-2,0,-2,0,-2,0,41,0,5,-2,1,-2,-2,-2,75,5,4,0,0,3,-2,-2,-2,3,3,-2,1,0,-2,0,3,-2,2.891,-2,0.57,2,0,-2,-2,2,0,-2,0,50,5,1,309,5,-2,1,-2,1,0,0,1,22,3,5,-2,0,0,-2,-2,-2,0,1,0,0,4,1,0,4,0,1,0,75,4,1,6,0,0,0,2,0,-2,517,-2,0,75,2,0,5,2,-2,20,2,-2,0,1,1,-2,2,1,0,0,3246,1,2,-2,0,2,0,0,0,1236,5,45.72,-2,-2,0,38050.20529,0,693,1,6359,8,-2,-2,-2,-2.0
5330,1,1,3,1,5,-2,6,1,1,4250,250,2,1,-2,1,-2,1,1,7211,20,4,2,-2,10,65,0,-2,8,1,2,1,1,1,2,5,68,2,-2,0,-2,1,2,5,0,1,0,1,70,0,1,1,3,1,3,5,0,0,0,2,5,42,0,5,-2,1,3,5,3,79,5,4,0,0,1,10,3,3,3,2,-2,5,0,1,0,3,-2,1.222,-2,0.61,3,0,1,-2,1,0,3,0,39,3,-2,4250,4,-2,2,0,1,-2,0,1,22,42,5,5,0,0,-2,3,1,1,1,0,0,2,1,0,3,0,1,0,79,-2,1,20,0,0,0,4,0,-2,835,2,0,79,-2,0,5,1,-2,50,2,1,0,1,3,-2,2,1,0,1,3279,0,2,-2,250,2,0,0,0,4250,3,48.92,-2,0,0,8033.455495,0,762,4,6581,7,-2,21,2,-2.0
5331,2,1,4,1,3,-2,-2,1,2,3145,400,2,1,-2,1,0,1,0,3242,338,3,3,-2,3,72,1,-2,8,1,5,0,2,1,2,5,72,2,-2,1,1,1,2,42,0,0,1,-2,72,1,1,1,-2,1,3,5,0,0,0,3,0,3,0,5,-2,1,41,5,41,74,5,4,0,0,1,20,41,3,4,3,5,2,1,-2,0,41,0,12.035,-2,0.49,1,0,1,-2,2,1,3,0,54,8,-2,3145,4,5,6,0,1,-2,0,1,21,41,5,3,0,0,-2,-2,-2,0,1,0,0,3,1,0,3,1,1,0,75,-2,1,10,0,0,0,5,0,-2,1596,1,0,74,-2,0,5,1,-2,60,1,1,0,1,1,-2,2,1,0,1,777,1,4,-2,400,2,0,0,0,3145,4,60.63,0,0,0,26050.91412,0,2422,2,2476,7,-2,21,-2,-2.0
5335,3,-2,3,1,2,-2,-2,1,-2,938,563,23,1,-2,1,-2,1,0,5211,82,2,1,-2,4,72,-2,-2,5,1,7,-2,3,1,-2,3,72,1,-2,0,-2,1,1,3,0,0,-2,-2,72,0,2,1,3,1,3,5,0,-2,0,1,5,-2,0,5,-2,1,41,-2,-2,60,5,3,0,0,2,-2,41,-2,2,4,-2,4,0,-2,0,41,-2,3.513,-2,0.46,20,0,-2,-2,2,1,3,0,32,1,2,375,5,-2,1,-2,1,-2,0,1,22,3,5,4,0,0,-2,3,-2,1,1,0,0,1,1,0,3,0,1,0,60,1,1,40,0,0,0,3,0,-2,945,1,0,60,3,0,5,2,-2,30,1,-2,0,0,3,-2,1,1,0,1,1941,1,3,-2,0,1,-2,0,-9,938,4,50.24,-2,-2,0,30106.928,0,1290,-2,4746,8,-2,-2,2,-2.0
5336,3,1,4,1,3,-2,-2,1,2,1027,400,-2,1,-2,1,0,1,0,1259,459,4,2,-2,3,76,0,-2,5,1,5,0,3,0,1,5,74,3,-2,0,-2,1,2,2,0,0,1,-2,76,0,1,1,2,1,2,5,0,0,0,2,5,3,0,5,-2,1,3,3,5,74,5,4,0,0,3,20,3,1,3,5,-2,4,0,-2,0,5,0,22.525,-2,0.37,2,0,1,-2,1,2,3,0,84,5,-2,1027,3,-2,0,0,2,-2,0,1,21,3,5,3,0,0,-2,4,-2,1,1,0,0,4,0,0,3,1,1,2,74,-2,1,25,0,0,0,1,1,-2,3054,1,0,75,-2,0,5,1,-2,30,2,0,0,1,1,5,4,1,0,1,146,1,4,-2,400,1,0,0,0,1027,5,71.35,0,0,0,29633.60179,0,3779,6,1007,6,0,-2,1,-2.0
5338,3,-2,3,1,1,-2,-2,1,-2,630,210,23,0,-2,1,-2,0,0,2823,89,1,1,-2,2,70,-2,-2,3,1,4,-2,3,0,-2,3,70,1,-2,0,-2,1,1,2,0,0,-2,-2,70,0,2,1,2,1,3,5,1,-2,0,2,1,3,0,2,2,1,3,-2,-2,70,5,3,0,0,3,-2,3,-2,2,4,-2,2,0,-2,0,2,-2,10.445,-2,0.37,1,0,-2,5,3,0,3,0,56,1,2,420,10,-2,2,-2,1,-2,0,1,21,3,5,2,0,0,1,3,-2,1,1,0,0,4,1,0,2,1,1,0,70,1,1,12,0,0,0,2,-2,-2,1750,1,1,70,2,0,5,1,-2,30,1,-2,0,1,3,-2,2,0,1,1,801,0,2,-2,0,1,1,1,0,630,5,62.45,-2,-2,0,21018.82016,0,1912,2,2586,5,0,-2,1,-2.0
5339,4,1,3,1,3,-2,0,1,2,3972,1536,2,1,-2,1,0,1,0,5306,33,4,4,-2,6,67,1,-2,12,1,7,1,4,0,1,5,67,3,-2,1,0,1,2,41,1,1,1,0,67,1,1,1,3,1,3,5,0,0,0,3,5,41,0,5,-2,1,3,41,41,72,5,4,0,0,3,10,42,1,2,2,-2,2,0,1,0,41,0,3.378,-2,0.46,2,0,1,5,1,1,3,0,63,6,-2,2436,4,-2,2,0,2,-2,0,1,21,41,5,6,0,0,1,3,1,1,1,0,0,4,1,0,3,1,1,1,72,-2,1,14,0,0,0,8,0,-2,857,2,0,72,-2,0,5,1,-2,50,1,1,0,1,1,-2,1,1,1,1,2007,1,4,-2,1168,2,0,0,0,2804,2,50.27,0,1,0,10989.97345,0,1472,3,4617,7,-2,-2,1,-2.0
5344,3,0,3,1,3,-2,-2,1,-2,675,506,-2,0,-2,1,-2,1,-9,6282,53,2,1,-2,6,70,0,-2,4,1,3,0,4,0,-2,5,68,1,-2,0,-2,1,3,41,0,0,0,-2,70,1,2,1,-2,1,2,5,0,-2,0,3,5,42,0,5,-2,1,3,-2,-2,78,5,3,0,1,3,10,41,-2,3,4,-2,2,0,-2,0,3,-2,0.0,-2,0.56,1,0,-2,-2,1,1,3,0,54,1,1,169,3,-2,0,-2,1,-2,0,1,22,3,5,6,0,0,-2,-2,-2,0,1,1,0,3,0,0,2,0,1,0,74,4,1,8,0,0,0,2,0,-2,408,1,0,74,2,0,5,2,-2,20,1,-2,0,1,3,-2,2,1,0,1,1912,0,2,1,0,2,-9,-9,0,675,5,47.8,-2,-2,0,7614.527574,0,733,2,5334,8,0,-2,-2,-2.0
5350,-2,1,3,1,-2,-2,-2,1,2,1296,400,2,1,-2,0,-2,1,0,1238,45,3,2,-2,2,65,1,-2,8,1,4,0,-2,0,2,5,66,1,-2,0,-2,1,2,1,0,0,0,-2,66,0,1,1,41,1,2,1,0,0,0,2,5,1,0,5,-2,1,3,-2,5,78,1,3,0,1,3,10,3,-2,3,3,-2,1,1,-2,1,42,-2,0.106,-2,0.34,2,0,1,-2,2,4,3,0,69,1,-2,1296,3,-2,2,1,1,-2,0,1,22,41,5,2,0,0,-2,3,-2,1,1,0,0,1,1,1,3,0,1,0,75,-2,1,7,0,0,0,5,1,-2,1196,2,0,75,-2,0,5,1,-2,50,1,0,0,1,4,-2,-2,1,0,1,83,1,1,1,400,1,1,0,0,1296,3,59.36,-2,0,0,15466.254030000002,0,2164,0,664,7,0,-2,1,-2.0
5355,-2,1,4,1,-2,0,-2,1,2,4156,2480,2,1,0,1,1,1,1,539,493,3,2,-2,7,65,1,-2,8,1,5,0,-2,0,2,5,65,2,1,1,0,0,2,3,0,0,1,-2,75,1,1,1,-2,1,3,5,0,0,0,2,5,3,0,5,-2,1,2,1,3,80,5,4,0,0,1,10,2,1,3,2,-2,3,0,-2,0,3,0,24.788,-2,0.34,2,0,1,-2,1,2,3,1,30,4,-2,2076,3,-2,5,1,1,-2,0,1,21,3,5,7,1,0,-2,-2,-2,0,1,0,0,2,1,0,2,1,1,0,79,-2,1,4,0,0,0,5,1,-2,3372,1,0,79,-2,0,5,1,-2,41,1,1,0,1,7,-2,-2,1,0,1,0,1,1,-2,2480,2,0,1,0,2076,2,76.22,0,0,0,13535.91346,0,4200,7,413,8,0,-2,-2,0.5
5356,3,-2,2,1,5,-2,-2,1,-2,1300,0,-2,0,-2,1,-2,0,0,1866,354,3,2,-2,2,60,-2,-2,5,1,7,-2,2,0,1,5,62,1,-2,0,-2,1,1,3,0,0,-2,-2,70,0,1,1,41,1,2,5,0,-2,0,3,5,-2,0,2,-2,1,3,-2,3,65,5,2,0,0,5,-2,2,-2,3,5,-2,3,0,-2,0,3,-2,18.105,-2,0.39,0,0,1,-2,3,0,2,0,62,2,-2,1300,3,-2,0,1,1,-2,0,1,22,3,5,2,0,0,-2,1,-2,1,1,0,0,2,0,0,1,0,1,0,65,-2,1,40,0,0,0,2,1,-2,2454,1,0,65,-2,0,5,2,-2,30,1,0,0,0,3,-2,2,1,0,1,245,1,2,-2,0,1,-2,0,0,1300,3,68.64,-2,-2,0,25404.78791,0,2806,-2,1459,8,0,-2,2,-2.0
5357,2,0,3,1,1,0,-2,1,-2,1452,363,-2,1,0,1,-2,1,1,2222,251,1,1,-2,3,80,0,-2,4,1,4,0,4,1,-2,2,80,1,1,0,-2,0,2,1,0,0,0,-2,80,1,2,1,-2,1,2,5,1,-2,0,2,5,2,0,1,5,1,2,-2,-2,65,5,3,0,1,1,10,2,-2,3,4,-2,5,0,-2,0,41,-2,15.748,-2,0.36,4,0,-2,-2,2,0,1,1,35,2,3,1089,5,-2,0,-2,1,-2,0,1,21,2,5,3,1,0,-2,-2,-2,0,1,0,0,4,0,0,3,0,1,0,65,1,1,6,0,0,0,3,-2,-2,2162,1,0,65,2,0,5,1,-2,41,1,-2,0,1,2,-2,2,0,0,1,424,0,3,5,0,1,1,1,0,1452,5,68.24,-2,-2,1,16461.591930000002,0,2571,0,1852,7,0,-2,-2,0.5
5359,2,-2,3,0,1,-2,-2,1,-2,672,0,-2,-2,-2,1,-2,0,-9,5633,130,2,1,-2,3,68,0,-2,3,5,5,-2,2,0,4,-2,68,1,-2,-2,-2,-2,5,2,0,0,-2,-2,68,0,1,1,-2,1,2,5,0,-2,0,-2,4,3,0,5,-2,1,1,-2,1,70,5,4,0,0,1,-2,1,-2,2,4,-2,1,0,-2,0,3,-2,0.0,-2,0.61,0,0,1,-2,1,0,3,0,85,6,-2,672,3,-2,0,1,1,0,0,1,1,3,5,3,0,0,-2,-2,-2,0,1,0,0,0,0,0,2,0,1,0,68,-2,1,1,0,0,0,1,1,-2,1151,1,0,70,-2,0,5,2,-2,20,1,0,0,1,4,-2,1,1,0,1,1691,0,2,-2,0,1,-9,-9,-9,672,4,46.37,-2,-2,0,33541.022560000005,0,1408,0,4600,8,0,-2,-2,-2.0
5361,-2,-2,2,1,-2,-2,-2,1,-2,815,543,-2,-2,-2,1,-2,1,-2,2494,0,1,1,-2,-2,65,0,-2,3,1,4,-2,-2,1,-2,-2,65,1,-2,-2,-2,1,5,3,0,0,-2,-2,70,0,2,0,-2,1,-2,-2,0,-2,1,-2,1,3,0,5,-2,1,-2,-2,-2,65,5,3,0,0,1,-2,-2,-2,4,4,-2,2,0,-2,0,3,-2,0.0,-2,0.47,1,0,-2,-2,2,0,-2,0,26,6,1,272,5,-2,1,-2,1,0,0,1,22,3,5,-2,0,0,-2,-2,-2,0,1,0,0,4,0,0,2,0,1,0,65,4,1,3,0,0,0,2,0,-2,315,-2,0,70,3,0,5,2,-2,20,1,-2,0,1,2,-2,-2,1,0,0,135,0,1,-2,0,2,0,0,-9,815,4,60.08,-2,-2,0,16975.831459999998,0,491,2,1973,8,0,-2,-2,-2.0
5364,-2,-2,2,0,-2,-2,-2,1,-2,1767,0,-2,0,-2,1,-2,1,-2,1711,304,1,1,-2,-2,70,0,-2,3,1,6,-2,-2,0,1,5,75,1,-2,-2,-2,-2,4,5,0,0,-2,-2,70,0,1,0,-2,1,-2,-2,0,-2,0,1,5,-2,0,5,-2,1,-2,-2,41,76,5,3,0,0,3,-2,-2,-2,2,5,-2,1,0,-2,0,2,-2,21.661,-2,0.42,0,0,1,-2,1,0,-2,0,68,1,-2,1767,5,-2,1,0,1,0,0,1,22,2,5,-2,0,0,-2,-2,-2,0,1,0,0,0,0,0,1,0,1,0,72,-2,1,5,0,0,0,2,0,-2,2448,-2,0,78,-2,0,5,1,-2,41,2,0,0,0,3,-2,-2,1,0,0,204,1,1,-2,0,1,-2,0,0,1767,5,70.58,-2,-2,0,16518.528019999998,0,3005,-2,1230,6,0,-2,-2,-2.0
5369,2,-2,3,1,5,-2,-2,1,-2,1349,0,23,1,-2,1,-2,1,0,1800,238,2,1,-2,4,65,0,-2,5,1,7,-2,2,0,2,5,68,1,-2,-2,-2,1,4,42,0,0,-2,-2,65,0,1,1,-2,1,1,5,0,-2,0,2,0,42,0,5,-2,1,41,-2,42,65,5,4,0,0,2,-2,41,-2,2,4,-2,3,0,-2,0,41,-2,19.278,-2,0.4,1,0,1,-2,2,1,2,0,63,2,-2,1349,3,-2,2,0,1,0,0,1,22,42,5,4,0,0,-2,-2,-2,0,1,0,0,3,1,0,3,0,1,1,66,-2,1,3,0,0,0,3,0,-2,2471,1,0,70,-2,0,5,2,-2,20,2,0,0,1,3,-2,2,1,0,1,274,0,3,-2,0,2,0,0,0,1349,4,69.5,-2,-2,0,17386.21281,0,2520,3,1434,8,0,-2,-2,-2.0
5371,-2,-2,2,1,-2,-2,-2,1,-2,490,0,-2,1,-2,1,-2,1,0,4254,33,1,1,-2,3,65,0,-2,3,1,7,-2,-2,2,2,5,70,1,-2,-2,-2,1,4,2,0,0,-2,-2,70,0,1,1,-2,1,2,5,0,-2,0,1,5,-2,0,5,-2,1,3,-2,1,70,5,4,0,0,2,-2,3,-2,3,3,-2,1,0,-2,0,2,-2,6.191,-2,0.4,1,0,1,-2,2,0,2,0,61,1,-2,490,5,-2,0,1,1,0,0,1,1,3,5,3,0,0,-2,-2,-2,0,1,0,0,6,0,0,1,0,1,0,70,-2,1,7,0,0,0,2,1,-2,993,1,0,70,-2,0,5,2,-2,10,1,1,0,0,3,-2,-2,1,0,1,1349,0,1,-2,0,1,-2,1,1,490,3,56.22,-2,-2,0,20027.34698,0,1243,-2,3643,7,-2,-2,-2,-2.0
5377,-2,0,-2,0,-2,-2,-2,1,-2,1720,0,23,0,-2,1,-2,0,0,1887,250,4,2,-2,0,70,0,-2,8,5,5,0,-2,0,1,2,65,0,-2,0,-2,-2,2,3,0,0,0,-2,68,0,3,1,-2,1,-2,5,0,-2,0,1,0,-2,0,2,-2,1,3,-2,3,85,5,4,0,0,-2,10,3,-2,2,-2,-2,2,0,-2,0,3,-2,15.847,-2,0.36,0,0,1,-2,1,0,-2,0,70,1,1,1720,3,-2,0,1,1,-2,0,1,-2,-2,5,0,0,0,-2,-2,-2,0,1,0,0,5,1,0,-2,-2,1,0,80,4,1,0,0,0,0,4,1,-2,2354,1,0,70,2,0,5,1,2,20,2,0,1,0,2,-2,-2,1,0,1,312,1,0,-2,0,1,-2,-2,-9,1720,-2,67.52,-2,-2,0,18071.66577,0,2734,-2,1582,5,0,-2,-2,-2.0
5378,-2,0,3,1,-2,-2,-2,1,-2,1456,0,-2,0,-2,1,-2,1,-2,6037,29,3,1,-2,-2,60,0,-2,5,1,7,0,-2,1,1,5,60,1,-2,0,-2,1,2,3,0,0,0,-2,60,0,1,0,-2,1,-2,-2,0,-2,0,2,0,-2,0,5,-2,1,-2,-2,41,60,5,2,0,0,5,10,-2,-2,3,1,-2,1,0,-2,0,42,-2,0.0,-2,0.55,0,0,1,-2,3,0,-2,0,40,2,-2,1456,3,-2,0,0,1,-2,0,1,22,3,5,-2,0,0,-2,-2,-2,0,1,0,0,6,0,0,1,0,1,0,60,-2,1,5,0,0,0,2,0,-2,546,-2,0,60,-2,0,5,1,-2,30,2,0,0,0,2,-2,-2,1,0,0,2026,1,1,-2,0,1,-2,-9,0,1456,3,53.93,-2,-2,0,12558.63968,0,1098,-2,4987,8,0,-2,-2,-2.0
5379,4,-2,3,1,3,-2,-2,1,-2,1100,1100,23,0,-2,1,-2,1,-9,2647,27,3,2,-2,3,70,-2,-2,5,5,6,-2,4,2,-2,2,60,1,-2,0,-2,1,1,3,0,0,-2,-2,70,0,-2,1,3,0,3,5,0,-2,0,2,0,41,0,-2,-2,0,3,-2,-2,-2,5,4,0,0,3,-2,3,-2,3,5,-2,2,0,-2,0,2,-2,0.0,-2,0.47,-2,0,-2,-2,1,1,3,0,28,1,-2,0,3,-2,3,-2,1,-2,0,1,21,3,5,3,0,0,-2,3,-2,1,1,0,0,4,1,0,1,1,1,0,-2,-2,0,20,0,0,0,2,1,5,224,1,0,-2,-2,0,5,1,-2,30,1,-2,0,1,2,-2,1,1,0,1,98,1,2,-2,0,2,-9,-9,0,1100,5,59.97,-2,-2,0,14264.4367,1,493,0,1971,7,0,-2,2,-2.0
5381,-2,-2,3,1,-2,-2,-2,1,-2,687,0,-2,-2,-2,1,-2,1,-2,1256,704,1,2,-2,-2,70,1,-2,2,1,5,-2,-2,0,2,-2,70,1,-2,-2,-2,1,5,3,0,0,-2,-2,74,0,1,0,-2,1,-2,-2,1,-2,0,2,3,41,0,-2,5,1,-2,-2,5,83,5,4,0,0,1,-2,-2,-2,5,2,-2,1,0,-2,0,1,-2,25.154,-2,0.41,-2,0,1,-2,2,1,-2,0,79,2,-2,687,4,-2,2,1,1,0,0,1,1,2,5,-2,0,0,-2,-2,-2,0,1,0,0,2,0,0,2,0,1,0,74,-2,0,10,0,0,0,1,1,-2,2574,-2,0,74,-2,0,5,1,-2,10,1,1,0,1,4,-2,-2,1,0,0,80,1,1,-2,0,2,0,0,0,687,2,73.82,-2,-2,0,28138.64221,0,5609,3,510,7,0,-2,-2,-2.0
5385,2,1,2,1,3,-2,-2,1,2,1381,400,2,1,-2,1,-2,1,1,840,2028,3,2,-2,2,65,1,-2,5,1,5,0,2,1,1,1,65,1,-2,0,-2,1,2,3,0,0,0,-2,65,0,1,1,-2,1,3,5,0,0,0,2,0,2,0,5,-2,1,2,-2,41,79,5,4,0,0,3,10,2,-2,2,3,-2,2,0,-2,0,41,-2,0.269,-2,0.45,1,0,1,-2,1,3,3,0,53,2,-2,1381,3,-2,3,0,1,-2,0,1,22,3,5,2,0,0,-2,-2,-2,0,1,0,0,4,1,0,3,1,1,0,79,-2,1,5,0,0,0,2,0,-2,5074,1,0,79,-2,0,5,1,-2,20,1,1,0,1,4,-2,3,1,0,1,16,1,2,-2,400,2,1,0,0,1381,4,71.4,-2,0,0,9190.728504,0,4577,1,776,8,0,-2,-2,-2.0
5386,2,0,4,1,5,-2,-2,1,-2,4900,0,1,1,-2,0,0,0,-9,2060,3,4,3,-2,5,62,1,-2,8,5,7,0,2,1,4,5,64,3,-2,0,-2,1,2,1,0,0,1,-2,67,1,1,1,-2,1,2,5,0,-2,0,3,0,2,1,1,-2,1,5,5,41,77,8,4,0,1,5,20,5,4,5,2,-2,4,1,-2,0,41,0,0.0,-2,0.48,1,0,1,-2,1,1,2,0,46,8,-2,4900,3,5,0,1,1,-2,0,1,21,41,5,4,0,0,-2,-2,-2,0,1,1,0,2,1,1,4,1,1,0,74,-2,1,5,0,1,0,4,1,-2,687,1,0,74,-2,0,5,1,-2,50,1,0,0,1,4,-2,2,1,0,1,127,1,2,1,0,2,-9,-9,0,4900,2,58.86,0,-2,1,13049.42151,0,891,2,1851,7,0,21,-2,-2.0
5387,-2,1,3,0,-2,-2,-2,1,1,1142,1164,-2,0,-2,1,-2,1,1,5907,153,3,1,-2,3,60,0,-2,5,1,6,0,-2,2,-2,5,70,1,-2,0,-2,-2,2,3,0,0,0,-2,65,1,2,1,-2,1,3,5,0,0,0,3,3,42,0,5,-2,1,1,-2,-2,60,5,4,0,0,1,10,1,-2,2,2,-2,3,0,-2,0,42,-2,0.0,-2,0.6,2,0,-2,-2,1,1,3,0,58,1,1,228,3,-2,0,-2,1,-2,0,1,22,2,5,3,0,0,-2,-2,-2,0,1,0,0,1,0,0,4,0,1,1,60,1,1,5,0,0,0,2,0,-2,810,1,0,60,1,0,5,1,-2,41,1,-2,0,1,2,-2,-2,1,0,1,1937,1,1,-2,250,1,0,0,0,1142,2,52.13,-2,0,0,14999.58325,0,1260,0,4898,6,0,-2,-2,-2.0
5392,2,0,3,1,2,-2,2,1,-2,1562,0,23,1,-2,1,0,1,0,4338,0,3,1,-2,7,65,0,-2,5,1,2,0,2,0,1,3,65,1,-2,0,-2,1,2,1,0,1,1,-2,65,0,1,1,42,1,2,5,0,-2,0,2,5,-2,0,5,-2,1,42,-2,1,67,5,2,0,0,1,10,42,-2,2,3,-2,4,0,-2,0,1,0,9.155,-2,0.4,6,0,1,-2,3,0,3,0,47,3,-2,1562,4,-2,0,0,1,-2,0,1,21,3,5,7,0,0,-2,2,-2,1,1,0,0,2,1,0,3,1,1,0,67,-2,1,5,0,0,0,2,0,5,970,1,0,67,-2,0,5,2,3,42,1,1,1,0,3,-2,3,1,0,1,1393,1,2,-2,0,1,-2,0,0,1562,4,57.51,0,-2,0,14807.70636,1,1106,-2,3731,7,-2,-2,2,-2.0
5397,5,-2,3,1,1,-2,-2,1,-2,943,707,-2,-2,-2,1,-2,1,-2,6284,0,2,1,-2,-2,60,0,-2,4,1,6,-2,5,0,-2,-2,60,1,-2,-2,-2,1,5,42,0,0,-2,-2,60,0,2,0,-2,1,-2,-2,0,-2,0,3,5,-2,0,5,-2,1,-2,-2,-2,50,5,3,0,0,2,-2,-2,-2,2,5,-2,4,0,-2,0,3,-2,4.776,-2,0.58,7,0,-2,-2,1,0,-2,0,28,1,1,236,21,-2,0,-2,1,0,0,1,1,1,5,-2,0,0,-2,-2,-2,0,1,0,0,1,0,0,2,0,1,0,50,1,1,7,0,0,0,2,-2,-2,940,-2,0,70,2,0,5,2,-2,30,1,-2,0,0,1,-2,2,0,0,0,3005,0,3,-2,0,2,-2,0,0,943,5,50.24,-2,-2,0,25910.42137,0,979,-2,5890,8,-2,-2,-2,-2.0
