,ELUSED,STHW,STDNRM,PKGCL,FACIL,COOK,DHUSED,ELNONLU,OTCLEQ,NWKERC,LOHRPC,PRNTYP,COOLP,OPNWE,WKHRS,FAX,ELCOOK,HT2,DHHT1,SOUSED,HEATP,NWKER,FLUORP,FURNAC,RFGEQP,CAPGEN,RCAC,OPEN24,RDCLNF,GOVOWN,CWUSED,ELMANU,MANU,RFCNS,COUSED,MAINT,WINTYP,EVAPCL,LTOHRP,HTPMPC,STUSED,DHCOOL,WATR,SQFT,BOILER,DHOTH,DAYLTP,WLCNS,SERVER,NOCC,DHCNS,YRCON,BULB,PBA,MFEXP,COOL,PCTERM,ACWNWL,MONUSE,PKGHT,AWN,FKUSED,SKYLT,ELHT2,SLFCON,FREESTN,ONEACT,ELWATR,ELCNS,OTLT,DHWATR,ELLOCUT,NGUSED,NFLOOR,CDD65,HDD65,HTPMPH,DHMANU,WOUSED,PUBID,WKHRSC,GENR,DHHT2,ELHT1,TRNGRM,TINT,RDHTNF,REFL,HT1,ELCOOL,DHEXP,WTHTEQ,OTUSED,COPIER,OTHTEQ,PRNTRN,MAINHT,HWUSED,HID,CHWT,ELEXP,DHCOOK,CHILLR,MAINCL,PRUSED,FLUOR,CFLR,STHWP,MFUSED,PCTRMC,HALO,ELOTSRC,OPNMF,HWTRM,OWNOCC
144,1,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,2.0,2.0,2.0,100.0,1.0,168.0,1.0,2.0,2,1.0,2.0,100.0,4.0,100.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,50.0,2.0,1,2.0,1,74000,2.0,2.0,0.0,1.0,2.0,1,3005.0,1969,2.0,18,128349.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,0.0,1.0,2.0,1045795.0,2.0,1.0,1.0,2,3.0,1605,4348,2.0,2.0,2.0,145,7.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1,1.0,49605.0,1.0,2.0,1.0,2.0,2.0,4.0,2,2.0,2.0,78744.0,2.0,1.0,3.0,2.0,1.0,2.0,100.0,1,1.0,2.0,2.0,1.0,1.0,1.0
152,1,1.0,2.0,2.0,1.0,1.0,1,2.0,2.0,9.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,1,1.0,2.0,100.0,500.0,95.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,3.0,2.0,100.0,2.0,1,2.0,1,900000,1.0,2.0,10.0,1.0,1.0,3,58704.0,2007,2.0,16,4110379.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1.0,2.0,28853362.0,2.0,1.0,1.0,1,9.0,2344,1918,2.0,2.0,2.0,153,7.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1,2.0,1132930.0,3.0,2.0,1.0,2.0,50.0,4.0,2,2.0,1.0,2017701.0,2.0,2.0,4.0,2.0,1.0,1.0,100.0,1,7.0,2.0,2.0,1.0,1.0,3.0
155,1,1.0,2.0,2.0,1.0,1.0,1,1.0,2.0,10.0,4.0,2.0,65.0,2.0,55.0,1.0,1.0,2,1.0,2.0,100.0,1750.0,90.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,1400000,2.0,2.0,20.0,1.0,1.0,1,23748.0,1992,2.0,2,1864377.0,1,1.0,2.0,12.0,1.0,2.0,1,1.0,2.0,2.0,1.0,1.0,2.0,13473815.0,2.0,1.0,2.0,2,11.0,1675,4076,2.0,2.0,2.0,156,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1,2.0,389508.0,1.0,2.0,1.0,2.0,200.0,4.0,2,1.0,1.0,1474272.0,1.0,2.0,4.0,2.0,1.0,1.0,90.0,1,9.0,2.0,2.0,1.0,1.0,1.0
158,1,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,8.0,3.0,2.0,95.0,1.0,168.0,2.0,2.0,2,1.0,2.0,100.0,475.0,80.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,75.0,2.0,1,2.0,1,220000,2.0,2.0,0.0,1.0,1.0,1,22838.0,1976,2.0,4,1015007.0,1,1.0,2.0,12.0,2.0,2.0,1,1.0,2.0,2.0,1.0,1.0,2.0,8503271.0,2.0,1.0,1.0,2,5.0,1082,4682,2.0,2.0,2.0,159,7.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1.0,430754.0,1.0,2.0,1.0,2.0,200.0,4.0,2,1.0,2.0,570165.0,2.0,1.0,3.0,2.0,1.0,1.0,100.0,1,7.0,2.0,2.0,1.0,1.0,1.0
165,1,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,6.0,2.0,4.0,100.0,1.0,84.0,1.0,2.0,2,1.0,2.0,100.0,50.0,30.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,50.0,2.0,2,2.0,1,230000,2.0,2.0,5.0,1.0,2.0,2,5018.0,1971,1.0,13,177821.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1.0,2.0,1986249.0,2.0,1.0,1.0,2,4.0,1479,4082,2.0,2.0,2.0,166,5.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,2.0,27425.0,1.0,2.0,1.0,2.0,10.0,4.0,1,1.0,1.0,136261.0,2.0,2.0,4.0,2.0,1.0,1.0,100.0,1,4.0,1.0,2.0,1.0,1.0,1.0
167,1,1.0,2.0,2.0,2.0,1.0,1,2.0,2.0,10.0,4.0,2.0,85.0,1.0,63.0,1.0,2.0,1,1.0,2.0,100.0,1500.0,95.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,100.0,1.0,1,2.0,1,480000,2.0,2.0,65.0,6.0,1.0,17,27436.0,1962,1.0,2,1308259.0,1,1.0,1.0,12.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1.0,2.0,10180317.0,2.0,1.0,1.0,1,994.0,1078,5120,1.0,2.0,2.0,168,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0,322217.0,2.0,2.0,1.0,2.0,150.0,4.0,2,2.0,2.0,983934.0,2.0,1.0,3.0,2.0,1.0,1.0,75.0,1,9.0,1.0,2.0,1.0,2.0,2.0
212,1,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,2.0,2.0,2.0,50.0,1.0,35.0,2.0,2.0,1,1.0,2.0,100.0,1.0,100.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,1.0,2.0,40.0,2.0,1,2.0,1,3450,2.0,2.0,5.0,1.0,1.0,1,45.0,995,1.0,25,2764.0,1,1.0,1.0,12.0,2.0,1.0,2,2.0,1.0,1.0,0.0,1.0,1.0,3850.0,2.0,2.0,1.0,2,2.0,512,6394,2.0,2.0,2.0,213,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1.0,1805.0,1.0,2.0,1.0,2.0,2.0,4.0,2,2.0,2.0,959.0,2.0,2.0,6.0,2.0,1.0,1.0,95.0,1,1.0,1.0,2.0,1.0,2.0,2.0
248,1,1.0,1.0,2.0,1.0,1.0,1,2.0,2.0,9.0,2.0,2.0,50.0,1.0,168.0,1.0,1.0,2,1.0,2.0,50.0,600.0,70.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,40.0,2.0,2,2.0,1,1500000,2.0,2.0,0.0,3.0,1.0,65,15909.0,1984,2.0,13,4888013.0,1,1.0,1.0,12.0,2.0,2.0,1,1.0,2.0,2.0,1.0,1.0,1.0,34120385.0,2.0,2.0,1.0,1,7.0,667,1337,2.0,2.0,2.0,249,7.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1.0,306035.0,2.0,2.0,1.0,2.0,50.0,4.0,1,1.0,1.0,4463209.0,2.0,2.0,4.0,2.0,1.0,1.0,100.0,1,8.0,2.0,2.0,1.0,2.0,3.0
251,1,1.0,1.0,2.0,1.0,2.0,1,2.0,2.0,7.0,4.0,2.0,100.0,1.0,168.0,2.0,2.0,2,1.0,2.0,100.0,180.0,90.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,90.0,2.0,1,2.0,1,365000,2.0,2.0,10.0,1.0,1.0,1,25174.0,1962,2.0,13,646638.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,2.0,2.0,1.0,1.0,2.0,5802766.0,2.0,1.0,1.0,2,7.0,2470,2510,2.0,2.0,2.0,252,7.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1,2.0,277087.0,1.0,2.0,1.0,2.0,54.0,4.0,2,2.0,1.0,346480.0,2.0,2.0,4.0,2.0,1.0,1.0,100.0,1,8.0,2.0,2.0,1.0,2.0,1.0
259,1,1.0,1.0,1.0,1.0,1.0,1,2.0,2.0,10.0,4.0,2.0,95.0,1.0,168.0,1.0,1.0,1,1.0,2.0,99.0,1605.0,100.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,85.0,2.0,1,2.0,1,600000,2.0,2.0,10.0,1.0,1.0,2,96618.0,1951,2.0,16,1958730.0,1,1.0,1.0,12.0,1.0,2.0,1,2.0,1.0,1.0,0.0,1.0,1.0,12626432.0,2.0,1.0,1.0,1,11.0,832,6322,2.0,2.0,2.0,260,7.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1.0,910526.0,1.0,2.0,1.0,2.0,250.0,4.0,2,2.0,1.0,1020983.0,1.0,1.0,4.0,1.0,1.0,1.0,100.0,1,10.0,2.0,2.0,1.0,1.0,3.0
267,1,1.0,2.0,2.0,1.0,1.0,1,1.0,2.0,10.0,4.0,4.0,98.0,1.0,168.0,1.0,2.0,1,1.0,2.0,100.0,1000.0,94.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,100.0,2.0,1,2.0,1,600000,2.0,2.0,0.0,1.0,1.0,1,79062.0,1974,1.0,16,3518709.0,1,1.0,2.0,12.0,1.0,2.0,1,2.0,1.0,1.0,1.0,1.0,2.0,18350788.0,2.0,1.0,2.0,1,8.0,1024,5698,1.0,2.0,2.0,268,7.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1.0,1500226.0,1.0,2.0,1.0,2.0,380.0,4.0,1,2.0,1.0,1409815.0,1.0,1.0,3.0,2.0,1.0,1.0,97.0,1,9.0,1.0,2.0,1.0,1.0,1.0
273,1,1.0,2.0,1.0,2.0,1.0,1,1.0,2.0,9.0,4.0,1.0,100.0,1.0,168.0,1.0,2.0,1,1.0,2.0,100.0,800.0,85.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,90.0,2.0,1,2.0,1,280000,1.0,2.0,60.0,3.0,1.0,6,3631.0,995,1.0,2,920591.0,1,1.0,1.0,12.0,1.0,2.0,1,1.0,1.0,2.0,1.0,1.0,1.0,3706814.0,2.0,2.0,1.0,1,11.0,1381,3993,2.0,2.0,2.0,274,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1.0,126491.0,3.0,2.0,1.0,2.0,200.0,4.0,2,2.0,1.0,759167.0,2.0,2.0,2.0,2.0,1.0,1.0,100.0,1,7.0,1.0,2.0,1.0,2.0,2.0
278,1,1.0,2.0,2.0,1.0,1.0,1,2.0,2.0,7.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,2,1.0,2.0,100.0,100.0,100.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,210000,2.0,2.0,25.0,1.0,2.0,4,25364.0,1985,2.0,16,2430295.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1.0,2.0,9934783.0,2.0,1.0,2.0,1,4.0,696,6111,2.0,2.0,2.0,279,7.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1.0,869411.0,1.0,2.0,1.0,2.0,40.0,4.0,1,2.0,2.0,897283.0,1.0,1.0,3.0,2.0,1.0,2.0,100.0,1,6.0,2.0,1.0,1.0,1.0,3.0
291,1,1.0,1.0,2.0,1.0,2.0,1,2.0,2.0,9.0,4.0,2.0,100.0,1.0,108.0,1.0,2.0,2,1.0,2.0,100.0,500.0,95.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,39500,2.0,2.0,0.0,5.0,1.0,2,3007.0,1974,1.0,8,165196.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,2.0,2.0,1.0,1.0,2.0,1503313.0,2.0,1.0,1.0,2,9.0,1379,4959,2.0,2.0,2.0,292,6.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1,1.0,55973.0,1.0,2.0,2.0,2.0,150.0,4.0,2,1.0,2.0,106852.0,2.0,1.0,3.0,2.0,1.0,1.0,100.0,1,7.0,1.0,1.0,1.0,2.0,3.0
295,1,1.0,1.0,2.0,1.0,2.0,1,2.0,2.0,6.0,4.0,2.0,96.0,1.0,110.0,2.0,2.0,2,1.0,2.0,100.0,58.0,100.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,2.0,1,2.0,1,205000,2.0,2.0,0.0,3.0,1.0,3,8579.0,1950,1.0,13,157686.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,1518537.0,2.0,1.0,1.0,2,7.0,280,7054,2.0,2.0,2.0,296,6.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,2.0,55519.0,1.0,2.0,1.0,2.0,28.0,4.0,2,1.0,1.0,102167.0,2.0,2.0,4.0,2.0,1.0,1.0,100.0,1,5.0,2.0,2.0,1.0,2.0,1.0
319,1,1.0,2.0,1.0,1.0,1.0,1,2.0,2.0,8.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,2,1.0,2.0,100.0,250.0,99.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,100.0,2.0,2,2.0,1,240000,2.0,2.0,0.0,8.0,1.0,1,19423.0,1969,2.0,16,1072976.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,1.0,2.0,11939977.0,2.0,1.0,2.0,2,4.0,2690,992,2.0,2.0,2.0,320,7.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1,1.0,364464.0,3.0,2.0,1.0,2.0,150.0,4.0,1,2.0,1.0,705970.0,2.0,2.0,4.0,2.0,1.0,2.0,100.0,1,5.0,1.0,1.0,1.0,1.0,1.0
355,1,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,4.0,4.0,1.0,100.0,2.0,50.0,2.0,2.0,2,1.0,2.0,100.0,16.0,100.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,100.0,2.0,2,2.0,1,17250,2.0,2.0,50.0,1.0,2.0,1,968.0,1953,2.0,14,38727.0,1,1.0,1.0,10.0,2.0,1.0,2,2.0,2.0,2.0,1.0,1.0,2.0,181461.0,2.0,2.0,1.0,1,1.0,2161,2285,2.0,2.0,2.0,356,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1.0,18009.0,1.0,2.0,2.0,2.0,12.0,4.0,1,2.0,2.0,18616.0,2.0,2.0,6.0,2.0,1.0,1.0,100.0,1,4.0,2.0,2.0,1.0,2.0,1.0
363,1,1.0,2.0,2.0,1.0,1.0,1,2.0,2.0,10.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,2,1.0,2.0,100.0,1000.0,80.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,1000000,2.0,2.0,30.0,3.0,2.0,2,164425.0,1974,2.0,16,3228331.0,1,1.0,2.0,12.0,1.0,1.0,1,2.0,2.0,2.0,1.0,1.0,1.0,421512.0,2.0,1.0,1.0,2,7.0,2108,2848,2.0,2.0,2.0,364,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1,2.0,3105217.0,3.0,2.0,1.0,2.0,251.0,4.0,2,1.0,1.0,61324.0,1.0,2.0,4.0,1.0,1.0,1.0,80.0,1,10.0,2.0,2.0,1.0,1.0,3.0
368,1,1.0,2.0,1.0,2.0,1.0,1,2.0,2.0,10.0,4.0,2.0,100.0,1.0,168.0,1.0,2.0,2,1.0,2.0,100.0,1100.0,30.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,315000,2.0,2.0,0.0,5.0,1.0,8,2969.0,1986,2.0,2,403352.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,0.0,1.0,2.0,2310446.0,2.0,1.0,1.0,1,995.0,917,4918,2.0,2.0,2.0,369,7.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,75296.0,1.0,2.0,1.0,2.0,500.0,4.0,2,2.0,2.0,313173.0,2.0,2.0,2.0,2.0,1.0,1.0,100.0,1,9.0,1.0,2.0,1.0,2.0,2.0
383,1,1.0,2.0,2.0,2.0,1.0,1,2.0,2.0,8.0,4.0,4.0,100.0,1.0,65.0,1.0,1.0,1,1.0,2.0,60.0,289.0,65.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,100.0,2.0,1,1.0,1,475000,2.0,2.0,70.0,2.0,1.0,75,30033.0,1982,1.0,24,1015851.0,1,1.0,2.0,12.0,1.0,2.0,1,1.0,1.0,2.0,1.0,1.0,2.0,4670819.0,2.0,1.0,1.0,1,7.0,1062,4970,2.0,2.0,2.0,384,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0,562418.0,3.0,2.0,1.0,2.0,39.0,4.0,2,1.0,2.0,389394.0,2.0,1.0,3.0,2.0,1.0,1.0,80.0,1,4.0,1.0,2.0,1.0,1.0,3.0
402,1,1.0,2.0,1.0,1.0,1.0,1,2.0,2.0,11.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,1,1.0,2.0,100.0,2500.0,100.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,100.0,1.0,1,2.0,1,800000,2.0,2.0,2.0,1.0,1.0,1,73899.0,2008,1.0,16,6865330.0,1,1.0,1.0,12.0,1.0,1.0,2,1.0,1.0,2.0,1.0,1.0,2.0,39085660.0,2.0,1.0,1.0,1,7.0,2369,778,1.0,2.0,2.0,403,7.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1414748.0,3.0,2.0,1.0,2.0,150.0,4.0,2,1.0,1.0,4488786.0,1.0,1.0,4.0,2.0,1.0,1.0,100.0,1,8.0,1.0,2.0,1.0,1.0,1.0
426,1,1.0,2.0,1.0,1.0,1.0,1,2.0,2.0,9.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,1,1.0,1.0,90.0,530.0,95.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,80.0,2.0,1,2.0,1,425000,2.0,2.0,1.0,1.0,1.0,3,38528.0,995,2.0,8,1375619.0,1,1.0,1.0,12.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,2.0,6207799.0,2.0,1.0,1.0,1,4.0,446,6710,2.0,2.0,2.0,427,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0,625244.0,3.0,2.0,1.0,2.0,100.0,4.0,2,1.0,2.0,510343.0,1.0,1.0,3.0,2.0,1.0,1.0,100.0,1,8.0,2.0,2.0,1.0,1.0,1.0
429,1,1.0,2.0,1.0,2.0,1.0,1,2.0,2.0,6.0,4.0,2.0,100.0,1.0,168.0,1.0,2.0,2,1.0,2.0,100.0,71.0,10.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,7.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,280000,2.0,2.0,10.0,3.0,1.0,1,8168.0,1964,1.0,18,682443.0,1,1.0,2.0,12.0,2.0,1.0,2,2.0,2.0,2.0,1.0,1.0,2.0,5025184.0,2.0,1.0,1.0,1,994.0,1527,4033,2.0,2.0,2.0,430,7.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1.0,232157.0,1.0,2.0,1.0,2.0,6.0,4.0,2,2.0,2.0,434203.0,2.0,1.0,3.0,2.0,1.0,1.0,100.0,1,4.0,1.0,2.0,1.0,2.0,1.0
464,1,1.0,1.0,2.0,1.0,2.0,1,2.0,2.0,8.0,4.0,2.0,98.0,1.0,86.0,1.0,2.0,2,1.0,2.0,100.0,301.0,90.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,98.0,2.0,1,2.0,1,250000,2.0,2.0,1.0,1.0,1.0,2,16394.0,1970,2.0,14,533693.0,1,1.0,2.0,12.0,2.0,1.0,2,1.0,2.0,2.0,1.0,1.0,1.0,4970898.0,2.0,1.0,1.0,1,3.0,1589,5176,2.0,2.0,2.0,465,6.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1,2.0,305700.0,2.0,2.0,1.0,2.0,30.0,4.0,2,1.0,1.0,220943.0,2.0,2.0,4.0,2.0,1.0,1.0,100.0,1,7.0,1.0,2.0,1.0,2.0,3.0
465,1,1.0,2.0,1.0,1.0,1.0,1,2.0,2.0,6.0,4.0,2.0,100.0,1.0,122.0,1.0,1.0,2,1.0,2.0,100.0,80.0,50.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,85.0,2.0,1,2.0,1,285000,2.0,2.0,10.0,6.0,2.0,3,43115.0,2005,1.0,13,1144942.0,1,1.0,2.0,12.0,2.0,1.0,2,1.0,2.0,2.0,1.0,1.0,2.0,12863612.0,2.0,1.0,1.0,1,4.0,1243,4586,2.0,2.0,2.0,466,6.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,385135.0,1.0,2.0,1.0,2.0,50.0,4.0,2,1.0,1.0,752239.0,2.0,2.0,4.0,2.0,1.0,1.0,100.0,1,6.0,1.0,2.0,1.0,1.0,3.0
521,1,1.0,2.0,1.0,1.0,1.0,1,9.0,2.0,10.0,4.0,2.0,100.0,1.0,168.0,1.0,2.0,1,1.0,2.0,100.0,1500.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,100.0,1.0,1,2.0,1,700000,2.0,2.0,0.0,1.0,1.0,1,82285.0,995,1.0,2,4088837.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,1.0,2.0,1.0,1.0,2.0,22088355.0,2.0,1.0,9.0,1,8.0,1924,3310,1.0,2.0,2.0,522,7.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1567817.0,1.0,2.0,1.0,2.0,500.0,4.0,2,2.0,2.0,2467262.0,1.0,1.0,3.0,2.0,2.0,1.0,100.0,1,10.0,2.0,9.0,1.0,1.0,1.0
556,1,1.0,2.0,1.0,1.0,2.0,1,2.0,2.0,8.0,4.0,2.0,100.0,2.0,60.0,1.0,2.0,1,1.0,2.0,100.0,350.0,85.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,100.0,2.0,1,2.0,1,210000,2.0,2.0,15.0,1.0,1.0,1,4460.0,995,2.0,2,339396.0,1,1.0,1.0,12.0,1.0,2.0,1,2.0,1.0,2.0,1.0,1.0,2.0,2908897.0,2.0,1.0,1.0,2,3.0,1004,6580,2.0,2.0,2.0,557,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1.0,85998.0,3.0,2.0,1.0,2.0,8.0,4.0,2,1.0,2.0,243220.0,2.0,2.0,2.0,2.0,1.0,1.0,80.0,1,7.0,2.0,2.0,1.0,2.0,1.0
569,1,1.0,2.0,2.0,1.0,2.0,1,2.0,2.0,3.0,4.0,1.0,85.0,2.0,40.0,1.0,2.0,2,1.0,2.0,100.0,5.0,80.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,90.0,2.0,1,2.0,1,124000,2.0,2.0,40.0,1.0,1.0,1,8874.0,1954,1.0,1,431166.0,1,1.0,2.0,12.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2.0,2908433.0,2.0,1.0,1.0,2,4.0,974,6426,2.0,2.0,2.0,570,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,145993.0,1.0,2.0,2.0,2.0,1.0,4.0,2,2.0,1.0,285173.0,2.0,2.0,4.0,2.0,1.0,1.0,100.0,1,1.0,2.0,2.0,1.0,2.0,1.0
582,1,1.0,2.0,1.0,1.0,2.0,1,2.0,2.0,8.0,4.0,2.0,67.0,1.0,168.0,1.0,2.0,1,1.0,2.0,100.0,300.0,90.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,100.0,2.0,1,2.0,1,160000,1.0,2.0,33.0,1.0,1.0,1,5721.0,995,1.0,16,535088.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,1.0,1.0,1.0,1.0,3640411.0,2.0,2.0,1.0,1,5.0,1327,3794,2.0,2.0,2.0,583,7.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1.0,202911.0,3.0,2.0,1.0,2.0,1.0,4.0,2,2.0,1.0,263847.0,2.0,2.0,4.0,2.0,1.0,1.0,100.0,1,6.0,2.0,2.0,1.0,1.0,1.0
586,1,1.0,1.0,2.0,1.0,2.0,1,2.0,2.0,9.0,4.0,2.0,95.0,1.0,84.0,1.0,2.0,1,1.0,2.0,95.0,800.0,100.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,90.0,1.0,2,2.0,1,215000,2.0,2.0,25.0,1.0,1.0,6,5634.0,1989,1.0,2,556116.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,1.0,2.0,1.0,1.0,1.0,3728122.0,2.0,2.0,1.0,1,8.0,60,2794,1.0,2.0,2.0,587,5.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1.0,105153.0,3.0,2.0,1.0,2.0,100.0,4.0,1,2.0,1.0,431410.0,2.0,2.0,4.0,2.0,1.0,2.0,80.0,1,8.0,1.0,2.0,1.0,1.0,2.0
