,ELUSED,NGCNS,STHW,STDNRM,NGSRC,PKGCL,FACIL,FKHT2,COOK,DHUSED,ELNONLU,OTCLEQ,NWKERC,LOHRPC,PRNTYP,COOLP,OPNWE,WKHRS,FAX,ELCOOK,HT2,FKHT1,SOUSED,HEATP,NWKER,NGMANU,FLUORP,NGCOOL,FURNAC,RFGEQP,CAPGEN,RCAC,NGGENR,NGHT2,OPEN24,RDCLNF,FKEXP,GOVOWN,CWUSED,FKCOOL,FKCNS,ELMANU,NGWATR,MANU,RFCNS,COUSED,MAINT,WINTYP,EVAPCL,NGHT1,LTOHRP,HTPMPC,STUSED,WATR,SQFT,BOILER,DAYLTP,WLCNS,FKGENR,SERVER,NOCC,YRCON,BULB,PBA,MFEXP,COOL,PCTERM,ACWNWL,MONUSE,PKGHT,AWN,FKUSED,SKYLT,ELHT2,SLFCON,FREESTN,NGEXP,NGCOOK,ONEACT,ELWATR,ELCNS,OTLT,ELLOCUT,NGUSED,NFLOOR,CDD65,HDD65,HTPMPH,WOUSED,PUBID,FKMANU,WKHRSC,GENR,ELHT1,TRNGRM,TINT,RDHTNF,REFL,HT1,ELCOOL,WTHTEQ,OTUSED,COPIER,OTHTEQ,PRNTRN,MAINHT,HWUSED,HID,FKTYPE,CHWT,ELEXP,CHILLR,MAINCL,PRUSED,FLUOR,FKWATR,CFLR,FKCOOK,MFUSED,PCTRMC,HALO,ELOTSRC,OPNMF,HWTRM,OWNOCC
7284,1,7497.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,22.0,-1.0,-1.0,2.0,17.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,2,1,19000,-1.0,-1.0,-1.0,-1.0,-1.0,10,2001,-1.0,23,47545.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1.0,2.0,-1.0,0.0,7996.0,-1.0,-1.0,1.0,584583.0,-1.0,-1.0,1,-1.0,1659,2760,-1.0,-1.0,683,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,-1.0,-1.0,-1.0,39527.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7337,1,64552.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2,1.0,1.0,6.0,4.0,2.0,100.0,1.0,168.0,1.0,2.0,2,2.0,2.0,100.0,80.0,2.0,70.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,200.0,2.0,2.0,2.0,100.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,100.0,2.0,2,1,44500,2.0,0.0,1.0,1.0,1.0,1,1962,1.0,16,156076.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,2.0,1.0,1.0,46512.0,1.0,1.0,2.0,863921.0,2.0,2.0,1,1.0,628,2708,2.0,2.0,748,2.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,1,1.0,2.0,2.0,1.0,2.0,20.0,1.0,2,2.0,2.0,2.0,109364.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1,4.0,2.0,2.0,1.0,1.0,1.0
7341,1,47950.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2,2.0,2.0,7.0,4.0,2.0,80.0,1.0,78.0,1.0,1.0,2,2.0,2.0,100.0,125.0,2.0,98.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,98.0,2.0,2,1,490000,1.0,0.0,1.0,1.0,1.0,1,1964,2.0,14,379108.0,1,1.0,1.0,12.0,2.0,2.0,1,1.0,2.0,2.0,1.0,35314.0,1.0,1.0,2.0,5971592.0,2.0,1.0,1,5.0,588,6631,2.0,2.0,752,2.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,750.0,2.0,2,2.0,2.0,2.0,343789.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1,8.0,1.0,2.0,1.0,2.0,1.0
7349,1,42342.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2,2.0,2.0,9.0,4.0,2.0,100.0,1.0,50.0,1.0,2.0,1,2.0,2.0,100.0,500.0,2.0,80.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,551.0,2.0,2.0,2.0,397.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,91000,2.0,30.0,1.0,1.0,1.0,11,1884,1.0,2,247957.0,1,1.0,2.0,12.0,1.0,1.0,1,1.0,1.0,2.0,0.0,33429.0,1.0,1.0,2.0,1830100.0,2.0,2.0,1,6.0,543,6302,2.0,2.0,761,2.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1,1.0,3.0,2.0,1.0,2.0,250.0,3.0,2,1.0,1.0,2.0,213977.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1,7.0,1.0,1.0,1.0,1.0,2.0
7383,1,2306.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,2.0,4.0,1.0,15.0,1.0,55.0,1.0,2.0,2,2.0,2.0,100.0,3.0,2.0,100.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2840.0,2.0,2.0,2.0,1638.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,100.0,2.0,2,2,6000,2.0,0.0,3.0,2.0,2.0,1,1950,2.0,26,12409.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,2740.0,2.0,1.0,2.0,39661.0,2.0,1.0,1,1.0,1112,4961,2.0,2.0,803,1.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,-1.0,2.0,1.0,2.0,2.0,1.0,2,1.0,1.0,2.0,6829.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1.0,2.0,2.0,1.0,-1.0,2.0
7390,1,86586.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,8.0,4.0,2.0,100.0,1.0,60.0,1.0,2.0,1,2.0,2.0,100.0,400.0,2.0,80.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,21.0,2.0,2.0,2.0,15.0,1.0,2.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,126000,1.0,0.0,1.0,1.0,1.0,7,1980,1.0,2,643160.0,1,1.0,2.0,12.0,1.0,1.0,1,2.0,1.0,2.0,1.0,88709.0,2.0,1.0,1.0,6653165.0,2.0,1.0,1,7.0,890,5889,2.0,2.0,810,2.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,150.0,3.0,2,1.0,1.0,2.0,554430.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1,8.0,1.0,2.0,1.0,1.0,2.0
7425,1,945494.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2,2.0,2.0,10.0,4.0,1.0,100.0,1.0,168.0,1.0,1.0,1,2.0,2.0,100.0,1400.0,2.0,99.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1833.0,1.0,2.0,2.0,1280.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,95.0,1.0,2,1,900000,1.0,0.0,1.0,1.0,1.0,1,1960,1.0,16,2016421.0,1,1.0,1.0,12.0,1.0,2.0,1,1.0,1.0,1.0,1.0,527794.0,1.0,1.0,2.0,25277389.0,2.0,1.0,1,6.0,2382,2030,1.0,2.0,852,2.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,1,1.0,3.0,2.0,1.0,2.0,850.0,2.0,2,1.0,1.0,2.0,1486794.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1,9.0,1.0,2.0,1.0,1.0,1.0
7431,1,208929.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2,2.0,2.0,8.0,4.0,4.0,100.0,1.0,168.0,1.0,2.0,2,2.0,2.0,100.0,350.0,2.0,90.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,233.0,2.0,2.0,2.0,117.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,140000,1.0,0.0,4.0,1.0,1.0,2,1986,1.0,16,477527.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,169625.0,1.0,1.0,2.0,8475651.0,2.0,1.0,1,2.0,1600,2734,2.0,2.0,858,2.0,7.0,1.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,2.0,25.0,2.0,2,2.0,9.0,2.0,307669.0,1.0,6.0,2.0,1.0,2.0,2.0,2.0,1,6.0,1.0,2.0,1.0,1.0,1.0
7457,1,105976.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2,2.0,2.0,10.0,4.0,2.0,100.0,1.0,60.0,1.0,2.0,1,2.0,2.0,100.0,1000.0,2.0,100.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,30000.0,2.0,2.0,2.0,33571.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,420000,1.0,40.0,6.0,2.0,1.0,1,1984,1.0,2,848176.0,1,1.0,2.0,12.0,2.0,2.0,1,1.0,2.0,2.0,1.0,103283.0,1.0,1.0,2.0,8018571.0,2.0,1.0,1,6.0,801,5702,2.0,2.0,888,2.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,1000.0,2.0,2,1.0,4.0,2.0,714893.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,1,9.0,2.0,2.0,1.0,1.0,1.0
7462,1,7380.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,7.0,4.0,2.0,100.0,1.0,168.0,1.0,2.0,2,2.0,2.0,1.0,124.0,2.0,85.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,130.0,2.0,2.0,2.0,150.0,2.0,2.0,2.0,6.0,2.0,1.0,3.0,2.0,1.0,90.0,2.0,2,1,40000,2.0,1.0,2.0,1.0,1.0,1,1970,1.0,2,65585.0,1,1.0,1.0,12.0,1.0,1.0,1,2.0,2.0,2.0,1.0,5084.0,2.0,1.0,1.0,1845600.0,2.0,1.0,1,1.0,1562,5028,2.0,2.0,896,2.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,30.0,3.0,2,2.0,2.0,2.0,60371.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1,6.0,2.0,2.0,1.0,2.0,1.0
7470,1,34175.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2,2.0,2.0,9.0,4.0,1.0,80.0,1.0,168.0,1.0,1.0,1,2.0,2.0,80.0,900.0,2.0,90.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2039.0,1.0,2.0,2.0,1600.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,80.0,2.0,2,1,600000,1.0,0.0,3.0,1.0,1.0,1,1998,1.0,16,2564669.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,55762.0,1.0,1.0,2.0,18853658.0,2.0,1.0,1,4.0,1998,1482,2.0,2.0,907,2.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,600.0,2.0,2,1.0,9.0,2.0,2506868.0,1.0,6.0,1.0,1.0,2.0,1.0,2.0,1,9.0,1.0,2.0,1.0,1.0,1.0
7479,1,148082.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2,2.0,2.0,9.0,4.0,4.0,100.0,2.0,60.0,1.0,1.0,2,2.0,2.0,100.0,650.0,2.0,100.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,970.0,2.0,2.0,2.0,794.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,90.0,2.0,2,1,275000,1.0,15.0,2.0,1.0,1.0,2,1997,1.0,2,502461.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,2.0,1.0,1.0,107025.0,1.0,1.0,2.0,7582397.0,2.0,1.0,1,4.0,485,7352,2.0,2.0,917,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1.0,1.0,2.0,1.0,1.0,100.0,2.0,2,2.0,1.0,2.0,394466.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1,8.0,1.0,2.0,1.0,1.0,1.0
7486,1,8822.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2,2.0,2.0,4.0,4.0,1.0,60.0,1.0,168.0,1.0,2.0,2,2.0,2.0,50.0,15.0,2.0,100.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,352.0,1.0,2.0,2.0,250.0,2.0,1.0,2.0,7.0,2.0,2.0,1.0,2.0,1.0,100.0,2.0,2,1,20000,1.0,0.0,3.0,1.0,2.0,1,1947,1.0,7,43209.0,1,1.0,1.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,8347.0,1.0,1.0,2.0,229060.0,2.0,1.0,1,2.0,1106,4885,2.0,2.0,925,2.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1.0,1.0,2.0,1.0,2.0,4.0,2.0,2,2.0,4.0,2.0,34510.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1,1.0,2.0,2.0,1.0,1.0,1.0
7507,1,589588.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2,2.0,2.0,10.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,2,2.0,2.0,100.0,1500.0,2.0,100.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,250.0,1.0,2.0,2.0,250.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,800000,1.0,5.0,1.0,1.0,1.0,1,1984,2.0,16,1184974.0,1,1.0,2.0,12.0,2.0,2.0,1,1.0,2.0,2.0,1.0,345380.0,2.0,1.0,2.0,19415034.0,2.0,1.0,1,8.0,1928,3285,2.0,2.0,948,2.0,7.0,1.0,2.0,1.0,2.0,2.0,1.0,1,1.0,1.0,2.0,1.0,2.0,420.0,2.0,2,2.0,2.0,2.0,839344.0,1.0,6.0,2.0,1.0,2.0,2.0,2.0,1,9.0,2.0,2.0,1.0,1.0,1.0
7517,1,433207.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2,2.0,2.0,8.0,4.0,2.0,99.0,1.0,168.0,1.0,1.0,1,2.0,2.0,100.0,300.0,2.0,20.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,540.0,2.0,2.0,2.0,600.0,2.0,1.0,2.0,6.0,2.0,1.0,3.0,2.0,1.0,100.0,2.0,2,1,600000,1.0,30.0,9.0,1.0,1.0,2,2002,1.0,18,1853521.0,1,1.0,2.0,12.0,1.0,2.0,1,1.0,1.0,2.0,1.0,397402.0,1.0,2.0,2.0,19696011.0,2.0,1.0,1,10.0,1412,4168,2.0,2.0,961,2.0,7.0,1.0,2.0,2.0,1.0,1.0,2.0,1,1.0,3.0,2.0,1.0,2.0,40.0,2.0,2,1.0,1.0,2.0,1455579.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1,7.0,1.0,2.0,1.0,1.0,2.0
7524,1,52032.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,9.0,4.0,2.0,100.0,1.0,65.0,1.0,2.0,2,2.0,2.0,100.0,886.0,2.0,80.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,974.0,2.0,2.0,2.0,709.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,450000,1.0,20.0,2.0,1.0,1.0,50,1965,1.0,2,533605.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,36670.0,2.0,1.0,2.0,3657624.0,2.0,1.0,1,992.0,1012,1062,2.0,2.0,972,2.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,20.0,2.0,2,1.0,9.0,2.0,495961.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1,7.0,1.0,2.0,1.0,2.0,1.0
7527,1,85022.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2,2.0,2.0,5.0,4.0,4.0,100.0,2.0,50.0,1.0,2.0,2,2.0,2.0,100.0,40.0,2.0,100.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,250.0,2.0,2.0,2.0,252.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,56000,1.0,0.0,1.0,1.0,2.0,7,1997,2.0,8,124222.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,49189.0,2.0,1.0,2.0,1867423.0,2.0,1.0,1,3.0,1571,3624,2.0,2.0,975,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1,1.0,1.0,2.0,1.0,2.0,35.0,2.0,2,2.0,9.0,2.0,74783.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1,4.0,2.0,2.0,1.0,2.0,1.0
7528,1,108079.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2,2.0,2.0,9.0,4.0,4.0,100.0,1.0,60.0,1.0,2.0,2,2.0,2.0,100.0,750.0,2.0,100.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,149.0,2.0,2.0,2.0,69.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,225000,1.0,0.0,1.0,1.0,1.0,11,1903,2.0,2,578260.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,1.0,96328.0,2.0,1.0,2.0,5891042.0,2.0,1.0,1,14.0,683,5622,2.0,2.0,978,2.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,150.0,2.0,2,1.0,2.0,2.0,481783.0,1.0,6.0,2.0,1.0,2.0,2.0,2.0,1,6.0,1.0,1.0,1.0,2.0,1.0
7533,1,75392.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2,2.0,2.0,9.0,4.0,4.0,100.0,1.0,60.0,1.0,2.0,1,2.0,2.0,100.0,800.0,2.0,90.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,35366.0,2.0,2.0,2.0,26407.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,100.0,2.0,2,1,420000,1.0,0.0,2.0,2.0,1.0,48,1966,1.0,2,575608.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,0.0,52393.0,2.0,1.0,1.0,8712797.0,2.0,1.0,1,992.0,1578,3089,2.0,2.0,984,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,2.0,2.0,1.0,2.0,650.0,2.0,2,2.0,2.0,2.0,487849.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1,8.0,2.0,2.0,1.0,2.0,1.0
7545,1,1030.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,38.0,-1.0,-1.0,2.0,30.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,2,1,3200,-1.0,-1.0,-1.0,-1.0,-1.0,10,1986,-1.0,23,12166.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1.0,1.0,-1.0,0.0,922.0,-1.0,-1.0,1.0,94997.0,-1.0,-1.0,1,-1.0,1006,5606,-1.0,-1.0,997,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,-1.0,-1.0,-1.0,11207.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7551,1,36149.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2,2.0,2.0,6.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,2,2.0,2.0,100.0,75.0,2.0,80.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,120.0,2.0,2.0,2.0,60.0,2.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,100.0,2.0,2,1,30000,2.0,0.0,1.0,1.0,1.0,1,1963,1.0,17,101504.0,1,1.0,2.0,12.0,1.0,2.0,1,2.0,2.0,2.0,1.0,27938.0,1.0,2.0,1.0,710592.0,2.0,1.0,1,2.0,2232,1276,2.0,2.0,1003,2.0,7.0,1.0,2.0,2.0,1.0,1.0,2.0,1,1.0,3.0,2.0,1.0,2.0,16.0,3.0,2,1.0,2.0,2.0,73446.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1,3.0,1.0,2.0,1.0,1.0,2.0
7582,1,14864.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2,2.0,2.0,6.0,4.0,4.0,100.0,1.0,168.0,1.0,2.0,1,2.0,2.0,100.0,60.0,2.0,100.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,703.0,2.0,2.0,2.0,509.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,100.0,2.0,2,1,10000,2.0,0.0,5.0,2.0,2.0,1,1997,2.0,2,30602.0,1,1.0,2.0,12.0,1.0,2.0,1,2.0,1.0,2.0,1.0,12159.0,2.0,2.0,2.0,375477.0,2.0,1.0,1,1.0,642,7279,2.0,2.0,1047,2.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1.0,1.0,2.0,1.0,2.0,16.0,1.0,2,2.0,9.0,2.0,17740.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,4.0,2.0,2.0,1.0,2.0,2.0
7590,1,730431.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2,2.0,2.0,9.0,4.0,2.0,100.0,1.0,168.0,1.0,2.0,2,2.0,2.0,100.0,750.0,2.0,50.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,350.0,2.0,2.0,2.0,400.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,80.0,2.0,2,1,700000,1.0,10.0,3.0,1.0,1.0,16,1966,1.0,16,945754.0,1,1.0,1.0,12.0,2.0,2.0,1,1.0,2.0,2.0,1.0,409811.0,1.0,1.0,2.0,11194049.0,2.0,1.0,1,10.0,550,7681,2.0,2.0,1056,2.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,1,1.0,1.0,2.0,1.0,2.0,300.0,2.0,2,1.0,1.0,2.0,535593.0,1.0,6.0,1.0,1.0,2.0,1.0,2.0,1,7.0,1.0,2.0,1.0,1.0,1.0
7608,1,120305.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2,2.0,2.0,10.0,4.0,2.0,95.0,1.0,168.0,1.0,2.0,1,2.0,2.0,100.0,1645.0,2.0,95.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2800.0,2.0,2.0,2.0,1400.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,400000,1.0,40.0,6.0,1.0,1.0,1,1999,2.0,2,421575.0,1,1.0,2.0,12.0,2.0,1.0,1,2.0,1.0,2.0,1.0,81823.0,1.0,1.0,2.0,5949772.0,2.0,1.0,1,2.0,777,6343,2.0,2.0,1075,2.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1.0,2.0,48.0,2.0,2,1.0,2.0,2.0,336952.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1,9.0,1.0,2.0,1.0,1.0,1.0
7634,1,49649.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,7.0,4.0,1.0,100.0,1.0,96.0,1.0,2.0,2,2.0,2.0,100.0,160.0,2.0,25.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,60.0,2.0,2.0,2.0,50.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,200001,1.0,0.0,1.0,1.0,1.0,1,1982,1.0,13,247778.0,1,1.0,2.0,12.0,2.0,1.0,1,1.0,2.0,2.0,1.0,43662.0,2.0,1.0,2.0,2326200.0,2.0,1.0,1,3.0,1538,4303,2.0,2.0,1107,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,8.0,2.0,2,1.0,2.0,2.0,204056.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1,5.0,1.0,2.0,1.0,2.0,1.0
7644,1,154310.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2,2.0,2.0,7.0,4.0,2.0,100.0,1.0,168.0,1.0,1.0,1,2.0,2.0,100.0,200.0,2.0,90.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,700.0,2.0,2.0,2.0,592.0,2.0,2.0,2.0,6.0,2.0,1.0,3.0,2.0,1.0,95.0,1.0,2,1,186000,1.0,5.0,1.0,1.0,1.0,1,1914,1.0,16,160278.0,1,1.0,1.0,12.0,1.0,2.0,1,1.0,1.0,1.0,1.0,24941.0,1.0,1.0,2.0,2834689.0,2.0,1.0,1,4.0,1615,4854,1.0,2.0,1118,2.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,1,1.0,1.0,1.0,1.0,2.0,10.0,2.0,2,2.0,1.0,2.0,134637.0,1.0,6.0,2.0,1.0,2.0,2.0,2.0,1,3.0,2.0,2.0,1.0,1.0,1.0
7647,1,225793.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,2.0,8.0,4.0,4.0,100.0,1.0,168.0,1.0,2.0,1,2.0,2.0,100.0,450.0,2.0,100.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,15419.0,2.0,2.0,2.0,13578.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,100.0,2.0,2,1,600000,1.0,0.0,3.0,2.0,1.0,1,1968,1.0,16,1833805.0,1,1.0,2.0,12.0,2.0,2.0,1,2.0,2.0,2.0,0.0,189192.0,1.0,1.0,1.0,31971908.0,2.0,1.0,1,5.0,2995,1056,2.0,2.0,1122,2.0,7.0,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0,1.0,2.0,1.0,2.0,30.0,2.0,2,2.0,1.0,2.0,1629194.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1,8.0,2.0,2.0,1.0,1.0,1.0
