,STORIES,TYPEHUQ,TOTHSQFT,TOTCSQFT,HDD65,CDD65
172,10,2,1612,0,1346,3513
173,-2,5,0,0,0,5487
174,20,2,1954,1954,5647,953
175,10,2,2078,2078,1491,3345
176,10,2,1455,1455,1225,3012
177,10,2,1128,1128,4790,1482
178,-2,5,735,0,1891,816
179,10,2,1124,1124,2124,2857
180,10,2,1964,0,3870,1397
181,10,2,824,330,2257,2255
182,10,2,1911,1911,1478,3374
183,20,3,2866,443,7010,452
184,-2,5,1042,1042,1817,3351
185,10,2,950,380,2004,3320
186,10,2,888,1776,6393,742
187,10,2,1300,0,1461,3412
188,20,2,3379,3379,5710,901
189,10,3,803,0,3895,542
190,10,2,635,635,369,4267
191,20,2,5528,5528,4876,1343
192,10,2,2061,2061,4824,1288
193,-2,4,1377,1377,5803,1052
194,-2,5,755,0,4980,1008
195,10,2,0,0,1926,2423
196,10,2,4304,3654,7448,702
197,10,2,2056,2056,32,5416
198,-2,5,551,0,7042,597
199,20,2,1920,1920,1522,3275
200,10,2,1800,1800,2287,1691
201,20,2,2531,2531,4128,1565
202,10,2,2232,2976,3971,1810
203,10,2,1258,1258,629,2413
204,20,2,7030,7030,5452,1161
205,-2,5,575,575,3493,785
206,10,2,829,276,7067,412
207,-2,1,1511,1511,4051,45
208,20,2,5262,5262,4629,1303
209,10,2,1787,1787,1079,2157
210,10,2,1210,484,3716,1411
211,20,2,2184,819,6590,552
212,-2,1,1050,0,7698,488
213,10,2,726,290,3946,509
214,10,2,1085,434,1942,2319
215,10,2,1426,0,5722,621
216,20,2,2704,1159,6120,677
217,10,2,1030,1030,2552,2023
218,20,2,2097,2097,2630,1944
219,10,2,2208,0,5787,847
220,20,2,2352,470,5197,840
221,10,2,1152,1152,3977,1763
222,10,2,990,0,1895,3110
223,20,2,2431,2431,6760,701
224,10,2,1760,1360,5124,1233
225,10,2,1299,1299,3272,2180
226,10,2,980,490,7399,477
227,-2,5,0,0,855,1211
228,-2,4,1377,1377,2381,2306
229,10,2,1140,1140,6304,696
230,10,2,1250,500,2235,2471
231,10,2,858,429,5354,1035
232,20,2,5267,5267,3956,2017
233,10,3,1199,1199,2387,1153
234,10,2,1823,1823,4558,1420
235,10,3,520,173,3747,637
236,20,3,1588,1338,2023,2306
237,-2,5,783,783,690,5178
238,20,2,1930,1930,655,2228
239,10,2,1482,1482,6398,627
240,-2,5,610,610,6333,704
241,20,2,3338,3338,2616,1880
242,20,2,1558,1558,1399,3393
243,10,2,1741,1741,4880,1205
244,10,2,2534,2534,3305,2158
245,10,2,1718,1718,5241,805
246,10,2,2000,2000,2502,1876
247,20,2,3127,1995,1056,2332
248,20,2,2245,2245,6815,758
249,-2,5,763,763,7730,658
250,20,2,3967,2767,4627,1397
251,20,3,0,2240,728,1712
252,10,2,1152,691,1613,3042
253,10,2,3103,3103,2555,2056
254,-2,4,910,228,6396,704
255,20,2,2700,720,4098,1482
256,-2,5,0,2240,4,4931
257,-2,5,831,831,5048,1298
258,10,2,1430,1430,3753,633
259,-2,5,1031,1031,3990,1738
260,20,2,2320,2320,3335,2139
261,20,2,3520,3520,3256,1669
262,20,2,1968,1968,773,4596
263,20,2,2850,2850,4350,214
264,10,2,1916,1916,1620,3006
265,20,2,2044,2044,5006,1103
266,10,2,2381,2381,4777,1349
267,20,2,4464,4464,2551,2025
268,10,2,1456,0,3902,537
269,20,2,1253,1079,6095,818
270,10,2,2303,2303,1146,3441
271,10,2,2733,2733,1994,1263
272,-2,5,0,677,0,6406
273,40,2,2336,1904,5965,723
274,10,2,1856,1856,2416,2700
275,20,2,2305,2680,5301,990
276,40,2,4106,4106,5607,1028
277,-2,5,910,0,3490,788
278,20,3,1147,1147,7038,579
279,10,2,1076,321,5794,793
280,10,2,1275,1700,3600,2214
281,10,2,2460,2460,4180,1387
282,-2,5,890,0,4481,1600
283,20,2,2168,0,5909,869
284,-2,1,1848,1848,6043,702
285,10,2,2356,253,6333,687
286,20,3,1237,1237,4436,1444
287,20,2,3196,3196,4710,1198
288,10,2,0,0,1002,1238
289,-2,4,1000,200,4470,1618
290,31,3,2304,2304,2606,1969
291,-2,4,631,316,6886,467
292,10,2,1443,1443,390,3643
293,10,2,3759,3759,3379,2110
294,20,2,3127,1995,1961,2199
295,20,2,960,0,6665,780
296,10,3,1128,1128,2322,1362
297,10,2,924,924,5694,957
298,10,2,2784,2534,5550,989
299,10,2,1428,1428,1307,2878
300,-2,5,687,344,6835,612
301,10,2,2578,2578,2117,2589
302,20,3,1780,297,6614,829
303,-2,5,1100,550,5229,683
304,40,2,3257,3767,4620,1347
305,-2,4,497,497,4320,1467
306,20,2,3094,3094,1262,3223
307,10,2,4124,4124,4634,1337
308,20,2,2426,2426,6311,709
309,-2,5,952,952,5366,1224
310,-2,5,1164,1164,2427,1333
311,10,3,840,420,4934,1213
312,10,2,780,195,5212,828
313,10,2,1430,1430,1346,2485
314,10,2,1448,1448,4066,1524
315,20,2,4402,4402,3466,1695
316,10,2,718,672,3640,656
317,10,2,2644,2644,2842,1731
318,20,2,2840,2840,2092,977
319,20,2,2400,1500,4885,1203
320,20,3,1351,1351,2319,2073
321,10,2,2680,2680,2070,1614
322,10,2,1238,0,3672,538
323,10,2,1200,1200,1326,2681
324,-2,4,714,0,533,1873
325,10,2,2464,1232,5558,891
326,-2,1,1200,1200,2470,2123
327,10,2,1412,1412,1194,3322
328,20,2,1846,0,2075,373
329,10,2,1344,1344,1076,2266
330,-2,5,0,1040,108,4678
331,10,2,0,1630,2010,1575
332,10,2,4120,4120,1385,3182
333,-2,1,1200,1200,1442,3456
334,20,2,3488,3488,4714,230
335,-2,4,1346,1010,4129,1794
336,20,2,1588,1588,5548,1055
337,10,2,0,1400,591,5870
338,-2,5,1055,1055,7842,550
339,-2,4,774,129,7783,639
340,-2,1,1169,1169,3778,1307
341,10,3,0,0,2001,576
342,-2,1,2184,2184,3226,2128
343,10,2,1200,400,5257,1081
344,-2,1,744,248,3838,578
345,10,2,1415,1415,1349,3507
346,-2,1,1078,1078,1051,3028
347,10,2,1877,1877,1075,3728
348,-2,4,0,0,1983,480
349,20,2,1096,1096,6445,640
350,20,2,1884,1884,5361,981
351,20,2,3100,3430,4534,1372
352,10,2,1258,608,4808,1303
353,20,2,2497,2497,2697,1642
354,10,3,800,800,5316,1024
355,10,2,1736,1736,3174,1891
356,10,2,1430,1430,268,4689
357,10,2,1801,1801,3758,1617
358,-2,5,1053,1053,788,4494
359,-2,1,780,585,4094,1159
360,10,3,0,0,1998,1251
361,20,2,4024,4024,2486,2091
362,10,2,1580,1580,3185,2155
363,-2,5,968,0,2494,2051
364,10,2,1532,1532,4778,1412
365,20,2,1762,392,5431,1054
366,10,2,6180,6180,4902,974
367,-2,1,1165,777,3002,1849
368,-2,4,2040,816,5088,1141
369,10,2,2708,0,3862,1414
370,10,2,1924,1924,5992,895
371,20,2,3449,526,6328,915
372,-2,4,0,556,2251,1785
373,-2,5,1004,1004,4009,1158
374,10,2,825,0,6280,617
375,10,2,5852,3002,6407,663
376,-2,4,2200,440,7128,552
377,10,2,1568,588,1333,3143
378,-2,5,0,1125,44,5205
379,10,2,6142,3071,5519,937
380,-2,5,991,991,5509,1145
381,10,2,1206,517,5543,1005
382,20,2,2551,1822,4852,1213
383,20,3,1342,1342,2036,2229
384,-2,5,750,0,4840,1216
385,-2,4,1428,286,7014,611
386,20,2,2350,2350,1057,2327
387,-2,5,0,0,1029,1136
388,-2,5,1318,1318,1085,2114
389,10,2,1238,1238,4805,1325
390,10,2,1528,509,2038,3155
391,10,2,1933,1653,4572,1408
392,10,2,887,0,5170,1165
393,10,2,1350,1350,3232,1712
394,-2,5,499,166,1996,2478
395,10,2,1350,1350,4784,1347
396,10,2,1250,1250,4667,1328
397,10,2,2416,2416,1359,3483
398,-2,1,1456,1456,2694,2147
399,20,2,2840,2840,636,1797
400,-2,1,1150,0,2450,2221
401,-2,5,1053,211,6377,637
402,-2,1,840,840,6376,689
403,40,2,4355,4355,5790,960
404,10,2,736,736,708,5050
405,10,2,2304,2304,6280,703
406,10,2,1435,718,4041,1610
407,-2,5,753,753,61,5132
408,10,2,1440,1440,5367,974
409,20,2,3696,0,5924,865
410,40,3,0,1275,110,4978
411,-2,5,1033,1033,2591,1985
412,-2,5,994,994,2461,2466
413,10,2,1171,1171,3795,1913
414,10,2,664,664,1783,2889
415,-2,1,1300,1300,3308,2074
416,20,2,3560,3200,6369,887
417,10,2,3428,3428,5470,931
418,10,2,3294,3294,6019,779
419,20,2,2226,495,4395,332
420,-2,4,1031,1031,2387,2887
421,20,2,3696,704,8759,243
422,-2,5,1551,1551,5535,1087
423,20,2,2470,2470,5145,1190
424,-2,5,0,450,297,4478
425,20,2,1302,0,7441,540
426,10,2,1680,1680,2779,1987
427,-2,4,992,0,5458,942
428,-2,5,0,1242,37,5228
429,20,2,1711,1711,3549,1643
430,10,2,1234,411,1602,3094
431,10,2,1092,0,2033,523
432,-2,1,1200,480,2017,2645
433,40,2,2756,2189,5621,902
434,20,2,2246,2246,6127,747
435,20,2,4401,4401,2929,1847
436,10,2,1478,1030,6818,487
437,10,3,905,905,1363,3473
438,10,2,918,0,5328,738
439,10,2,2525,2525,1269,3049
440,40,2,1010,0,5986,552
441,10,2,2304,2304,1738,2425
442,-2,5,388,0,1043,1040
443,10,3,1128,1128,1993,1642
444,-2,4,849,0,1950,707
445,-2,5,0,1285,98,5078
446,-2,1,576,576,1377,2808
447,20,3,2168,2168,1297,3338
448,10,2,1886,1257,4491,1404
449,10,2,1493,1493,1470,2206
450,10,2,2934,2934,4643,1330
451,10,2,2056,2056,961,1966
452,-2,4,1020,1020,3153,1947
453,10,2,938,0,557,3696
454,20,2,2886,2886,3774,1587
455,-2,4,880,220,6269,739
456,10,2,1162,1162,6640,530
457,10,2,2960,2960,6339,737
458,20,2,1219,1219,4498,1457
459,-2,5,800,0,2022,266
460,20,2,3104,3104,3954,504
461,10,2,1197,1337,4482,1410
462,20,2,1297,1297,2537,2039
463,10,2,1030,1181,3957,1386
464,10,2,963,642,1055,3217
465,10,2,0,0,586,3624
466,-2,5,840,840,2553,2023
467,10,2,1168,1043,4167,1651
468,-2,5,1072,1072,2482,1895
469,-2,5,959,480,312,3972
470,10,2,1493,1493,1312,3236
471,-2,5,1350,1350,4908,1208
472,-2,5,749,749,4513,1523
473,-2,4,964,964,3759,1339
474,20,3,2600,2600,1084,2123
475,20,2,1485,0,5384,939
476,-2,1,1064,1064,3851,1907
477,10,2,1187,1187,753,4739
478,10,2,0,0,4358,212
479,-2,1,1025,410,3435,1714
480,10,2,1800,1800,4029,1626
481,-2,5,691,691,760,4690
482,-2,5,991,991,4757,1353
483,-2,5,840,560,4580,1445
484,10,3,1072,1072,5316,1024
485,20,2,1950,433,6028,864
486,10,2,0,950,1022,2593
487,10,2,1624,1624,439,3777
488,20,2,1435,1435,4922,956
489,10,2,1350,1350,4490,1198
490,-2,5,878,878,3251,1682
491,20,2,1837,1837,5593,873
492,-2,1,1536,256,3737,1408
493,20,2,2450,2450,5785,799
494,10,2,1272,0,8030,31
495,20,2,3296,3296,4999,1168
496,20,2,2538,1128,5083,1260
497,10,2,1488,1488,3272,1695
498,10,2,1782,1782,2055,2431
499,-2,1,938,469,1646,2876
500,20,3,1183,1183,307,4449
501,10,2,832,832,1696,3817
502,10,2,1147,897,4452,1401
503,-2,5,1156,1156,5050,1296
504,20,2,2029,2029,4759,1272
505,20,2,3254,2400,5663,1030
506,20,3,3867,3867,5631,1009
507,20,2,4556,4556,4992,1120
508,40,2,1645,1645,2720,2076
509,10,2,1404,1404,586,3624
510,-2,1,1512,1512,335,4365
511,10,2,1283,1283,3862,1398
512,20,2,3242,3530,4586,1335
513,10,2,350,263,1333,3544
514,10,2,1269,1269,532,3757
515,20,2,4056,4056,2663,1912
516,10,2,916,458,8328,353
517,20,2,3256,3256,5794,793
518,10,2,1577,1577,6636,532
519,20,2,3128,3128,4582,1337
520,-2,4,0,0,730,1311
521,20,2,0,0,1984,1955
522,-2,5,667,0,6550,767
523,10,2,1500,1500,589,5882
524,20,3,2280,2280,1428,2865
525,-2,4,1222,733,6201,733
526,10,2,1728,1728,822,4250
527,10,2,1518,1139,493,3665
528,10,2,1984,992,6438,644
529,20,3,962,855,4472,1570
530,10,2,1288,1288,3832,1473
531,20,2,2725,2725,6492,662
532,-2,5,616,616,1605,3081
533,20,2,2630,2630,5910,729
534,10,3,1082,0,3895,542
535,-2,5,1463,975,5555,911
536,20,2,2246,1284,5985,789
537,20,2,4038,4038,6412,681
538,-2,5,687,687,6083,825
539,10,2,1169,1169,3780,2078
540,10,2,2336,2336,2583,1992
541,10,2,2008,2008,3414,1727
542,10,2,1941,1941,3749,1581
543,-2,5,943,943,6170,771
544,10,2,2537,0,1349,2448
545,-2,5,1326,1326,3748,1637
546,20,2,5936,5936,3128,2386
547,10,2,2746,2746,517,4758
548,20,2,2552,0,2039,253
549,10,2,875,875,4187,1374
550,-2,5,1156,0,3892,544
551,10,2,1235,0,4782,1270
552,20,2,4226,4226,1338,3531
553,10,2,1334,191,1488,3353
554,10,2,1926,1926,732,4884
555,20,2,3440,3440,6831,587
556,10,2,959,959,1077,2178
557,20,2,3312,3312,311,4437
558,31,2,1618,1618,5434,1169
559,-2,4,2500,2500,3921,2098
560,31,2,3575,3850,4025,1274
561,20,2,2671,1964,3979,1759
562,20,2,3218,2496,4965,932
563,20,2,1716,686,7118,555
564,20,3,1071,1071,762,1150
565,10,2,672,448,5103,978
566,-2,5,1898,1898,3698,1704
567,-2,5,1014,1014,6134,793
568,-2,5,516,0,4463,1628
569,10,2,2949,2949,4825,1287
570,10,2,0,1292,1889,2661
571,-2,1,780,260,7070,411
572,-2,4,796,796,1267,3274
573,10,2,2378,2378,6320,500
574,-2,5,664,664,1370,3458
575,-2,1,1232,1232,1640,2910
576,20,2,3774,3774,5142,882
577,10,2,2010,2010,2360,2380
578,40,2,4038,4038,5400,1197
579,10,2,1080,1080,3940,513
580,20,2,2475,206,6316,702
581,10,2,2116,0,1054,1006
582,10,2,409,0,2528,1943
583,10,2,1472,1472,5542,866
584,-2,5,1047,262,6555,674
585,-2,5,1708,569,4616,1541
586,-2,5,538,0,4423,324
587,10,2,2536,1408,4060,1215
588,10,2,726,726,1392,2839
589,10,2,2793,2793,2112,2118
590,20,3,2027,2027,7251,370
591,10,2,3782,3782,3748,1638
592,10,2,1722,1722,1122,3500
593,20,2,4144,4144,2035,3199
594,10,2,0,0,1041,2450
595,10,2,890,890,5780,1072
596,10,2,1847,1847,2503,2023
597,-2,4,865,865,2035,1752
598,-2,5,1262,1262,2256,1771
599,10,2,736,245,6114,679
600,10,2,1539,1539,2095,2209
601,-2,4,1248,312,5761,857
602,10,2,1278,1278,5642,903
603,-2,5,572,191,2012,2378
604,20,2,3536,2224,1924,756
605,20,2,2986,2986,2015,3385
606,10,2,1095,1095,3982,486
607,20,2,1576,1576,3990,1767
608,10,2,1643,1643,2240,1812
609,20,3,2091,465,5347,1041
610,20,2,2240,0,7363,480
611,-2,4,1045,1045,5604,988
612,10,2,2320,2320,5451,893
613,10,2,1050,1050,1415,2562
614,-2,4,1000,600,5111,1150
615,20,2,2230,0,4069,38
616,10,2,988,988,3728,1919
617,20,2,5240,4590,6709,506
618,-2,5,809,0,4972,1280
619,10,3,808,808,3498,1675
620,-2,5,0,768,132,4904
621,10,2,2829,2829,3366,2118
622,20,2,5671,5671,695,1495
623,20,2,4488,0,1540,3982
624,-2,1,768,0,5412,983
625,10,2,1755,2106,3797,1274
626,-2,1,1275,638,3388,1744
627,20,2,3859,3859,665,1647
628,-2,4,580,580,333,4326
629,-2,4,1385,1385,2099,2072
630,-2,5,976,976,3732,1105
631,-2,5,1029,1029,6481,813
632,10,2,1170,1170,3227,1722
633,20,2,3948,3948,4943,938
634,20,3,1036,1036,674,2093
635,-2,5,546,546,3987,1346
636,-2,5,738,738,925,2236
637,20,2,3858,2242,6921,791
638,-2,4,1346,1346,3701,1153
639,10,2,1242,1242,1981,1688
640,-2,4,902,601,4908,1350
641,10,2,1056,1056,5335,1250
642,10,2,3026,1513,7494,524
643,-2,5,694,174,6566,587
644,10,2,1242,414,4692,237
645,20,2,2801,1601,6475,698
646,-2,5,797,797,4265,1230
647,20,2,3430,3430,2631,1944
648,10,2,2914,0,1071,2224
649,-2,5,888,0,4545,1499
650,20,2,2833,2833,6480,588
651,10,2,1366,1366,3917,1072
652,-2,1,1296,1296,262,4737
653,10,2,1802,1802,1955,513
654,10,2,2320,2320,5160,1175
655,10,2,4320,4320,1271,3203
656,10,2,1852,309,5034,1157
657,10,2,1840,263,7882,28
658,10,2,4223,4223,4141,528
659,-2,5,624,208,6785,789
660,10,2,2128,2128,4341,1434
661,10,2,1225,1225,450,3701
662,20,2,1828,1828,4820,1475
663,20,2,2840,568,5342,1001
664,10,2,1773,1773,2656,1918
665,20,2,3266,0,1082,2240
666,-2,5,1109,1109,6700,642
667,20,2,3192,236,6352,537
668,10,3,716,0,294,4217
669,20,2,1983,1983,1868,2800
670,10,2,2640,1760,3680,1716
671,20,2,2137,0,5458,912
672,-2,1,938,704,5109,789
673,20,2,2886,2886,6173,747
674,20,2,5369,3163,5692,916
675,-2,1,1296,0,2873,368
676,-2,5,576,0,1747,3271
677,10,3,912,912,2044,1718
678,10,2,3360,1680,7009,430
679,20,2,2360,2360,1075,2272
680,-2,5,497,0,1942,528
681,-2,4,625,313,4298,1684
682,20,3,1106,1106,5590,1123
683,-2,5,988,988,4435,1463
684,-2,5,788,197,2042,2191
685,-2,4,1184,789,5876,766
686,20,2,3208,1121,6952,472
687,-2,5,0,848,2314,1622
688,20,3,1382,1382,5068,1158
689,-2,5,1039,1039,719,4973
690,20,2,2100,0,6534,602
691,10,3,574,191,6600,531
692,-2,5,0,870,1095,3462
693,10,2,1939,1939,1407,3374
694,20,2,3460,3656,4679,1233
695,10,3,2312,2312,1221,3740
696,10,2,1352,1352,2639,1811
697,10,2,1511,1511,372,4246
698,10,2,1591,1591,1992,629
699,-2,5,943,0,3708,595
700,10,2,1348,1348,1120,3506
701,-2,1,806,605,2297,2136
702,20,2,5234,5234,6216,821
703,31,2,3014,3014,5451,1077
704,10,2,936,936,3996,1321
705,10,3,0,195,1373,3163
706,10,2,1911,1911,1421,3503
707,-2,5,889,889,4244,1269
708,31,2,4124,1019,5888,771
709,10,2,847,847,2969,309
710,10,2,2960,2960,2440,2614
711,-2,1,1152,1152,1494,2740
712,20,2,2407,2407,1581,2573
713,10,2,2642,0,5302,1038
714,20,2,1902,1902,6579,669
715,10,2,1318,1318,4058,1612
716,20,3,1829,627,5573,881
717,10,3,1732,1732,1475,3382
718,10,2,1796,2120,4667,1314
719,20,2,3094,3094,2020,1537
720,10,2,1737,1737,1295,2911
721,-2,5,858,858,2439,2056
722,10,2,1300,1300,621,4048
723,10,2,0,0,984,1307
724,10,2,1680,1680,410,3398
725,10,2,940,940,1036,4263
726,-2,5,848,0,2017,1196
727,20,2,1908,302,6168,666
728,20,2,3013,3013,2000,3352
729,31,2,3759,3759,671,1616
730,20,3,945,473,5348,977
731,10,2,870,218,3385,1798
732,31,3,1866,1718,4498,1431
733,20,2,2685,2685,4977,1091
734,-2,5,750,188,6940,647
735,10,2,2038,2038,288,4503
736,-2,4,1466,419,6161,776
737,20,2,2194,2194,4714,1315
738,20,2,1458,1458,6533,591
739,31,2,6205,6205,2573,2003
740,10,2,2382,2382,1364,2810
741,10,2,1500,1500,5412,1140
742,10,2,2990,2990,2310,1633
743,20,2,3314,3314,1405,2744
744,10,2,1621,1621,1167,3388
745,10,2,967,580,7348,558
746,-2,5,1318,0,2523,1961
747,10,2,1380,1380,2599,1976
748,-2,4,675,0,98,4779
749,20,2,3145,3145,1256,3237
750,10,2,3610,3610,800,4410
751,-2,5,0,0,834,1297
752,20,2,1098,1098,4967,1146
753,-2,1,0,0,1989,635
754,20,2,2309,2309,313,4431
755,10,3,586,836,79,5086
756,20,2,4904,4904,8316,356
757,10,2,0,0,1951,704
758,20,3,1773,0,4402,1560
759,10,2,4744,4094,5460,911
760,10,2,1739,1159,1374,3389
761,10,2,0,1792,97,5023
762,10,2,2222,1120,6246,713
763,20,2,3408,3408,3903,537
764,-2,4,714,714,4907,1208
765,20,3,1956,0,966,1378
766,10,2,1650,1650,5360,1187
767,20,2,3191,264,5836,747
768,-2,5,590,197,7961,574
769,10,2,1125,1125,6903,727
770,20,2,2369,2369,4616,1302
771,-2,1,1280,427,2719,2443
772,20,2,1588,1588,4800,1470
773,10,2,2300,2300,1075,3736
774,10,2,0,0,2479,2101
775,-2,5,1470,1470,7035,681
776,10,2,910,910,596,4217
777,-2,4,2621,2621,6616,540
778,10,2,1624,1624,3175,1840
779,-2,5,0,830,335,4367
780,10,2,2244,2244,6811,489
781,10,2,1334,1334,1389,2732
782,-2,4,662,0,1353,3385
783,20,2,3020,0,5070,1033
784,-2,5,756,189,6031,681
785,-2,5,0,0,0,5028
786,10,3,1064,0,6431,649
787,-2,5,915,458,5159,921
788,20,2,1900,2300,5384,957
789,-2,5,763,254,6218,740
790,-2,5,0,0,1011,1204
791,10,3,1175,0,7798,633
792,10,2,894,671,1827,2674
793,-2,5,591,197,5620,705
794,10,2,1537,2356,6442,715
795,-2,4,719,240,1844,2952
796,31,2,5038,5038,5358,1187
797,-2,5,780,312,3103,2002
798,-2,5,600,600,6145,786
799,-2,1,1280,1280,2596,2555
800,10,2,884,884,4767,1261
801,-2,1,1440,411,1927,2417
802,10,2,1792,1792,1406,3376
803,20,2,3136,3136,6647,788
804,10,2,1228,1228,1120,3504
805,20,2,1728,0,7367,479
806,-2,5,0,504,888,1082
807,10,2,3952,888,5509,1108
808,20,2,1754,1754,2083,1289
809,31,2,2104,1437,5692,1014
810,20,3,1147,0,2052,399
811,-2,4,2950,2950,5546,914
812,10,2,1400,1400,1321,2895
813,20,3,690,690,1034,3464
814,-2,5,1248,0,6509,794
815,10,2,1149,1149,1387,3420
816,-2,5,553,553,1364,3472
817,20,2,4504,1881,5761,907
818,10,2,1200,1200,1710,3665
819,10,2,2700,2700,5616,791
820,10,2,1120,1120,5614,895
821,20,2,2263,2263,4158,372
822,-2,4,880,0,5549,1075
823,10,2,1718,1718,5074,1029
824,-2,1,768,768,1602,2675
825,-2,5,1047,1047,2552,2024
826,-2,5,986,329,6618,721
827,20,2,1758,1758,3209,1795
828,10,2,1404,562,375,4222
829,10,2,2676,2676,3298,1800
830,10,2,1868,1868,5641,1001
831,10,2,1398,1398,1083,3619
832,10,2,1920,1920,1319,2951
833,-2,4,731,731,5659,897
834,10,2,1680,0,1451,2821
835,10,2,1612,1612,411,3976
836,-2,5,670,670,6327,707
837,10,2,1670,1670,2120,2076
838,-2,1,888,888,317,4289
839,10,2,1258,1258,8179,387
840,10,2,1868,1868,3758,1618
841,10,2,1326,1326,1356,2951
842,20,2,1652,826,4817,1476
843,-2,1,756,126,5561,557
844,10,2,2301,219,5880,736
845,10,2,800,800,5326,974
846,40,2,2250,2250,4344,1527
847,10,2,1375,1375,3780,1304
848,-2,4,796,796,6395,705
849,20,2,3322,3322,4447,181
850,20,2,1901,238,4025,458
851,-2,5,975,325,853,1222
852,20,2,3138,3138,2413,2751
853,20,2,3094,3094,1057,2971
854,20,2,3436,3436,2048,3036
855,10,2,1500,0,5643,898
856,10,2,1423,190,5920,907
857,10,2,1800,1800,980,3749
858,-2,5,1413,1413,5030,913
859,10,2,1753,1753,560,3688
860,20,2,4106,4106,5576,1078
861,31,2,2435,2435,6256,811
862,-2,1,1152,1152,3272,2098
863,-2,5,487,244,4619,1540
864,-2,4,1419,0,6424,629
865,20,2,2551,2551,3761,1843
866,10,2,810,810,4913,1054
867,20,2,3984,3984,4889,1232
868,10,2,1344,192,7555,447
869,10,2,4132,2118,6181,662
870,10,2,2098,2098,2874,1942
871,10,2,4806,2078,7052,675
872,10,2,2912,2912,4025,1273
873,20,3,1271,0,3791,1776
874,-2,4,1160,0,3518,764
875,10,2,2052,2052,6248,788
876,10,2,1700,1700,2001,1886
877,10,2,1648,1232,4773,1252
878,10,2,736,736,6922,483
879,10,2,1712,211,6515,611
880,20,2,2497,2183,3106,1995
881,10,3,1276,1276,426,3215
882,-2,5,1280,1280,5235,1102
883,40,2,1899,0,4754,1356
884,20,2,0,2583,745,4794
885,10,2,3768,3768,1340,3233
886,10,2,1980,1980,775,4585
887,20,2,1742,1742,5433,1166
888,10,2,1230,738,4382,1370
889,10,2,3515,3515,1410,2599
890,10,2,1462,1462,7128,555
891,20,2,3952,3952,6297,713
892,10,2,803,803,6706,663
893,10,2,1328,1328,4197,1630
894,10,2,3306,3306,2222,1858
895,20,2,3688,3688,1077,2177
896,-2,1,980,196,6431,676
897,-2,1,800,800,1572,2766
898,-2,5,0,461,3,4953
899,20,3,1622,1622,1923,2937
900,-2,1,1536,0,523,3579
901,10,2,776,776,6422,869
902,-2,5,0,514,1669,4103
903,10,2,1070,1070,4202,1346
904,-2,5,872,872,1356,3118
905,10,2,0,0,355,4366
906,20,3,976,976,734,4869
907,10,2,2033,2033,3958,501
908,20,2,2883,2883,6274,705
909,20,2,3775,437,6595,836
910,10,2,2115,2115,1939,1854
911,20,3,1956,1956,4801,1213
912,10,2,1550,1550,6972,414
913,20,2,2898,2898,4746,219
914,20,3,1054,1054,5482,1130
915,20,3,2528,2528,402,3496
916,10,2,2071,0,4017,463
917,10,3,726,0,1101,858
918,10,2,2141,2141,3837,1941
919,10,2,1042,646,5462,1146
920,-2,5,1380,1380,6796,482
921,-2,5,0,695,675,2083
922,20,2,4008,2672,6495,648
923,-2,5,727,485,592,4245
924,20,2,2916,0,6428,895
925,10,2,2404,2404,1463,2798
926,-2,5,1463,488,5384,1209
927,20,2,3612,3612,4689,238
928,20,2,1965,1965,3239,1697
929,-2,5,704,704,3029,2170
930,-2,5,893,0,719,4973
931,20,2,2166,0,1983,296
932,10,2,1648,1648,5483,919
933,20,2,3800,3400,3076,2064
934,20,2,2058,2058,1382,3207
935,-2,5,650,650,4390,1357
936,10,2,1063,1063,2099,3076
937,20,2,1584,1584,6847,747
938,-2,5,803,201,6340,736
939,10,2,1864,1864,2464,2487
940,20,2,2899,2067,6837,585
941,10,2,1246,1246,1116,3516
942,40,2,1652,1652,4917,1193
943,-2,5,928,928,5766,853
944,20,2,2288,2288,4762,1348
945,10,2,3882,3882,3706,1720
946,10,2,1352,901,1335,3539
947,-2,5,1350,1350,5520,1109
948,10,3,1630,1357,4450,1434
949,10,2,1368,547,4251,1577
950,10,2,925,0,6160,738
951,20,2,2256,768,6760,734
952,10,2,1522,1522,2257,2255
953,31,2,2336,2120,4463,1385
954,10,2,2146,1998,2700,1633
955,10,2,1350,1350,410,4211
956,10,2,1370,1370,519,3790
957,10,2,1032,1032,1126,3490
958,10,2,2768,2768,6174,831
959,-2,5,527,0,1813,2800
960,10,2,3056,1328,5763,1085
961,20,2,3170,2252,4695,1376
962,10,2,1400,1400,4131,1676
963,20,2,8066,8066,2578,1989
964,40,2,1370,487,3946,1419
965,-2,5,1158,1158,1350,3505
966,20,2,3288,3288,7596,645
967,-2,1,2448,2448,2487,1954
968,10,2,1256,1256,2424,2790
969,10,2,3200,3200,5413,1139
970,-2,5,1107,1107,6559,761
971,-2,5,538,538,2653,1921
972,-2,5,761,190,5690,918
973,20,2,1817,303,7387,485
974,20,2,2551,2551,1304,3273
975,20,2,6159,6159,4504,1394
976,20,2,2736,2736,2486,1933
977,20,2,3152,2288,7183,535
978,-2,1,1152,0,7712,486
979,-2,5,2020,2020,1483,4131
980,10,2,1568,1568,1915,2939
981,20,2,1602,0,6035,859
982,20,3,1545,1545,5530,877
983,10,2,1240,904,1073,3004
984,10,3,0,0,1059,991
